ENTRY	GENE NAME	NAME	LOCATION
A0A1I9LLI2	ILR1 IAA-AMINO ACID HYDROLASE IAA-LEUCINE RESISTANT 1 At3g02875 F13E7.18 F13E7_18	Peptidase M20/M25/M40 family protein	[MISSING]
C0Z2R2	At4g30190	Plasma membrane ATPase (EC 3.6.3.6)	[MISSING]
A0A1P8ANY1	At1g14810 F10B6.22 F10B6_22	Semialdehyde dehydrogenase family protein	[MISSING]
Q8L7U0	At3g03330 T21P5.25 T21P5_25	AT3g03330/T21P5_25 (At3g03330/T21P5_25) (NAD(P)-binding Rossmann-fold superfamily protein)	[MISSING]
F4HRR5	RBCS1A At1g67090 F1O19.14 F5A8.1 F5A8_1	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	[MISSING]
P51102	DFRA DFR TT3 At5g42800 MJB21.18	Dihydroflavonol 4-reductase (DFR) (EC 1.1.1.219) (Dihydrokaempferol 4-reductase) (Flavanone 4-reductase) (FNR) (EC 1.1.1.234) (Protein TRANSPARENT TESTA 3)	[MISSING]
Q8W1X2	PK PDXK SOS4 At5g37850 K18L3_10	Pyridoxal kinase (EC 2.7.1.35) (Protein SALT OVERLY SENSITIVE 4) (Pyridoxal kinase-like protein SOS4) (Pyridoxine kinase) [Cleaved into: Pyridoxal kinase, N-terminally processed]	[MISSING]
A0A1I9LM75	RAD54 ATRAD54 CHR25 homolog of RAD54 At3g19210	DNA repair/recombination protein	[MISSING]
B9DG18	CAT3 ATCAT3 catalase 3 SEN2 SENESCENCE 2 At1g20620 F5M15.5 F5M15_5	AT1G20620 protein (Catalase 3)	[MISSING]
F4I5V8	ACLA-1 ATP-citrate lyase A-1 At1g10670 F20B24.11 F20B24_11	ATP-citrate lyase A-1	[MISSING]
Q56X00	At2g29990	Putative NADH dehydrogenase	[MISSING]
Q0WWK6	At5g57655	Xylose isomerase (EC 5.3.1.5)	[MISSING]
Q56X07	At2g22240	Putative myo-inositol 1-phosphate synthase	[MISSING]
A0A1I9LME2	At3g54250	GHMP kinase family protein	[MISSING]
Q8RW90	AtFAH FAH fumarylacetoacetate hydrolase SSCD1 At1g12050 F12F1.8 F12F1_8	At1g12050/F12F1_8 (Fumarylacetoacetase)	[MISSING]
Q9FWX0	At1g12230 T28K15.4 T28K15_4	Aldolase superfamily protein (At1g12230) (Expressed protein) (T28K15.4 protein)	[MISSING]
A0A1P8BB98	DES1 L-cysteine desulfhydrase 1 At5g28030 F15F15.100 F15F15_100	L-cysteine desulfhydrase 1	[MISSING]
F4JTL6	CGL1 CGL COMPLEX GLYCAN LESS COMPLEX GLYCAN LESS 1 GNTI At4g38240 F20D10.360 F20D10_360	Alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	[MISSING]
F4JTL3	CPK26 ATCPK26 At4g38230 F20D10.350 F20D10_350	Calcium-dependent protein kinase 26	[MISSING]
F4IAW5	ASB1 TRP4 TRYPTOPHAN BIOSYNTHESIS 4 WEAK ETHYLENE INSENSITIVE7 WEI7 At1g25220 F4F7.39 F4F7_39	Anthranilate synthase beta subunit 1	[MISSING]
A0A1P8BC44	RCP1 MALTOSE EXCESS 1 MEX1 ROOT CAP 1 At5g17520 K3M16.90 K3M16_90	Root cap 1 (RCP1)	[MISSING]
A0A178V8F2	At3g03330 AXX17_At3g02690	Uncharacterized protein	[MISSING]
A0A1P8AT30	CCR1 ATCCR1 CINNAMOYL COA REDUCTASE cinnamoyl coa reductase 1 IRREGULAR XYLEM 4 IRX4 At1g15950 T24D18.5 T24D18_5	Cinnamoyl coa reductase 1	[MISSING]
A0A1P8APT9	ASP4 ASPARTATE AMINOTRANSFERASE 4 aspartate aminotransferase 4 At1g62800 F23N19.17 F23N19_17	Aspartate aminotransferase 4	[MISSING]
Q56WE8	At2g05710	Cytoplasmic aconitate hydratase (Fragment)	[MISSING]
A0A1P8AQP6	SULTR1;2 SEL1 SELENATE RESISTANT 1 SULFATE TRANSPORTER sulfate transporter 1;2 At1g78000 F28K19.22 F28K19_22	Sulfate transporter 12	[MISSING]
A0A1P8AWL7	At1g62660 F23N19.3	Glycosyl hydrolases family 32 protein	[MISSING]
Q8GZ11	At1g13100/F3F19_12	Putative cytochrome P450 monooxygenase	[MISSING]
Q0WRQ2	At4g16210	Enoyl-CoA hydratase like protein	[MISSING]
A0A1P8AUP9	emb1688 embryo defective 1688 At1g67440 T1F15.10 T1F15_10	Minichromosome maintenance (MCM2/3/5) family protein	[MISSING]
Q8GW65	At5g10050/T31P16_40	Putative uncharacterized protein At5g10050/T31P16_40	[MISSING]
Q56WW5	At3g04120	Glyceraldehyde-3-phosphate dehydrogenase C subunit (Fragment)	[MISSING]
Q9FK25	OMT1 COMT1 At5g54160 K18G13.3	Flavone 3'-O-methyltransferase 1 (AtOMT1) (EC 2.1.1.42) (Acetylserotonin O-methyltransferase OMT1) (EC 2.1.1.4) (Caffeate O-methyltransferase 1) (EC 2.1.1.68) (Quercetin 3'-O-methyltransferase 1)	[MISSING]
F4JUJ5	FBA2 AtFBA2 At4g38970 F19H22.70 F19H22_70	Fructose-bisphosphate aldolase (EC 4.1.2.13)	[MISSING]
F4JF53	At3g48790	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	[MISSING]
Q84WB8	At1g63660	Putative GMP synthase	[MISSING]
F4IKL5	At2g29300 F16P2.32 F16P2_32	NAD(P)-binding Rossmann-fold superfamily protein	[MISSING]
F4IKL8	At2g29310 F16P2.31 F16P2_31	NAD(P)-binding Rossmann-fold superfamily protein	[MISSING]
F4K875	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
Q84WB3	At5g57260	Putative cytochrome p450	[MISSING]
F4K873	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
F4IDD6	At1g72550 F28P22.26 F28P22_26	tRNA synthetase beta subunit family protein	[MISSING]
Q0WN55	At3g07960	Putative phosphatidylinositol-4-phosphate 5-kinase	[MISSING]
Q8LDN8	UGE3 At1g63180 F16M19.8	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 3 (EC 5.1.3.2) (EC 5.1.3.5) (UDP-D-xylose 4-epimerase) (UDP-L-arabinose 4-epimerase) (UDP-galactose 4-epimerase 3) (UDP-glucose 4-epimerase 3) (AtUGE3)	[MISSING]
A0A1P8ATT5	PAI1 TRANSIENT RECEPTOR POTENTIAL 6 TRP6 At1g07780 F24B9.11 F24B9_11	Phosphoribosylanthranilate isomerase 1	[MISSING]
P54968	ILR1 At3g02875 F13E7.18	IAA-amino acid hydrolase ILR1 (EC 3.5.1.-)	[MISSING]
P54967	BIO2 BIOB At2g43360 T01O24.10	Biotin synthase (EC 2.8.1.6)	[MISSING]
Q0WLA3	At2g19110	Putative heavy metal transporter (Fragment)	[MISSING]
Q9FND9	RFS5 RS5 At5g40390 MPO12.100 MPO12.13	Probable galactinol--sucrose galactosyltransferase 5 (EC 2.4.1.82) (Protein SEED IMBIBITION 1-LIKE) (Raffinose synthase 5)	[MISSING]
Q9ZV56	CCT1 CCT At2g32260 T32F6.22	Choline-phosphate cytidylyltransferase 1 (AtCCT1) (EC 2.7.7.15) (CTP:phosphocholine cytidylyltransferase 1) (Phosphorylcholine transferase 1)	[MISSING]
F4JWT7	DNMT2 AtDNMT2 DNA METHYLTRANSFERASE 2 DNA methyltransferase-2 At5g25480 T14C9.10 T14C9_10	DNA methyltransferase-2	[MISSING]
B9DI26	At5g66190	Ferredoxin--NADP reductase (EC 1.18.1.2) (Fragment)	[MISSING]
A0A1P8AVZ2	NFXL1 ATNFXL1 NF-X-like 1 At1g10170 F14N23.5 F14N23_5	NF-X-like 1	[MISSING]
A0A1P8B428	At4g26010 F20B18.120 F20B18_120	Peroxidase superfamily protein	[MISSING]
A0A1P8BEZ0	MKD15.11 MKD15_11 At5g23250	Succinyl-CoA ligase, alpha subunit	[MISSING]
Q8L6Z6	At3g53280	Cytochrome P450 71B5	[MISSING]
F4KGS3	ASN3 asparagine synthetase 3 At5g10240 F18D22.10 F18D22_10	Asparagine synthetase 3	[MISSING]
F4IGL5	FBA1 AtFBA1 At2g21330 F3K23.9 F3K23_9	Fructose-bisphosphate aldolase (EC 4.1.2.13)	[MISSING]
F4IGL7	FBA1 AtFBA1 At2g21330 F3K23.9 F3K23_9	Fructose-bisphosphate aldolase (EC 4.1.2.13)	[MISSING]
A0A1P8B510	TPS02 terpene synthase 02 At4g16730 Dl4390W FCAALL.15	Terpene synthase 02	[MISSING]
U3N126	GA20ox1 At4g25420	GA20ox1 (Fragment)	[MISSING]
A0A1P8B5T1	GPX7 ATGPX7 GLUTATHIONE PEROXIDASE 7 glutathione peroxidase 7 At4g31870 F11C18.70 F11C18_70	Glutathione peroxidase 7	[MISSING]
Q9ZVV4	SKU5 similar 12 sks12 At1g55570 T5A14.1 T5A14_1	At1g55570/T5A14_1 (SKU5 similar 12) (T5A14.1 protein)	[MISSING]
B9DHU0	At1g20620	AT1G20620 protein (Fragment)	[MISSING]
A0A1P8B8I9	APS3 At4g14680 Dl3380c FCAALL.128	Pseudouridine synthase/archaeosine transglycosylase-like family protein	[MISSING]
B9DHU7	At1g78900	AT1G78900 protein (Fragment)	[MISSING]
Q0WMP4	At2g01450	Mitogen-activated protein kinase (EC 2.7.11.24)	[MISSING]
F4JAB9	At3g47050	Glycosyl hydrolase family protein	[MISSING]
F4JHC9	At4g00520	Acyl-CoA thioesterase family protein	[MISSING]
Q9ZW20	At2g29370 F16P2.25	Tropinone reductase homolog At2g29370 (EC 1.1.1.-)	[MISSING]
A0A178VFK1	At3g55410 AXX17_At3g50000	Uncharacterized protein	[MISSING]
C1PID4	At1g23800	Mitochondrial aldehyde dehydrogenase (Fragment)	[MISSING]
B9DFQ9	EMB1467 CI76 embryo defective 1467 MPA22.5 MPA22_5 At5g37510	AT5G37510 protein (NADH-ubiquinone dehydrogenase)	[MISSING]
Q9SLB1	At2g42490	Amine oxidase (EC 1.4.3.-)	[MISSING]
A0A1P8B6N4	APT3 At4g22570 F7K2.150 F7K2_150	Adenine phosphoribosyl transferase 3	[MISSING]
Q56YC7	At5g54810	Tryptophan synthase beta chain 1	[MISSING]
F4J0U9	CRD1 ACSF CHL27 COPPER RESPONSE DEFECT 1 At3g56940 T8M16.1	Dicarboxylate diiron protein, putative (Crd1)	[MISSING]
A8MSF6	PIP1C PIP1;3 TMP-B At1g01620 F22L4.16 F22L4_16	Plasma membrane intrinsic protein 1C	[MISSING]
A8MSF1	NFS1 ATNFS1 ATNIFS1 CYSTEINE DESULFURASE MPA24.7 MPA24_7 NIFS1 NITROGEN FIXATION S HOMOLOG 1 At5g65720	AT5G65720 protein (Nitrogen fixation S (NIFS)-like 1)	[MISSING]
A0A1P8B993	GOX3 glycolate oxidase 3 At4g18360 F28J12.20 F28J12_20	Aldolase-type TIM barrel family protein	[MISSING]
F4IJW3	At2g35390 At2g35400 T32F12.23 T32F12_23	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	[MISSING]
Q9S7T9	SAMDC2 At5g15950 F1N13.90	S-adenosylmethionine decarboxylase proenzyme 2 (AdoMetDC2) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 2 alpha chain; S-adenosylmethionine decarboxylase 2 beta chain]	[MISSING]
U3MZ89	GA20ox1 At4g25420	GA20ox1	[MISSING]
Q8GY81	At1g16900/F17F16_15 At1g16905	Curculin-like (Mannose-binding) lectin family protein (Putative uncharacterized protein At1g16900/F17F16_15)	[MISSING]
A0A1P8BD29	APTG1 At5g14850 T9L3.150 T9L3_150	Alg9-like mannosyltransferase family	[MISSING]
A0A1I9LLZ7	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	[MISSING]
A0A1I9LLZ6	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	[MISSING]
B9DG21	ASP5 AAT3 ASPARTATE AMINOTRANSFERASE aspartate aminotransferase 5 ATAAT1 At4g31990 F11C18.15	Aspartate aminotransferase (EC 2.6.1.1)	[MISSING]
A0A1P8ANL8	PAP3 ATPAP3 purple acid phosphatase 3 At1g14700 F10B6.10 F10B6_10	Purple acid phosphatase 3	[MISSING]
B7ZEI0	At5g57350.1	ATPase 3 (Fragment)	[MISSING]
B3H556	At3g06310 F24P17.23 F24P17_23	Cox19-like CHCH family protein	[MISSING]
A0A1P8BDY0	At5g14650 T15N1.140 T15N1_140	Pectin lyase-like superfamily protein	[MISSING]
A0A1P8BE13	UPM1 MHK7.8 MHK7_8 urophorphyrin methylase 1 At5g40850	Urophorphyrin methylase 1	[MISSING]
Q56X13	At1g14610	Valyl tRNA synthetase	[MISSING]
Q8GYW7	At1g01710/T1N6_21	Acyl-CoA thioesterase (At1g01710) (Putative acyl CoA thioesterase)	[MISSING]
A0A1P8AQY2	TPS2 ATTPS2 synthase 2 trehalose-phosphatase At1g16980 F6I1.1 F6I1_1	Trehalose-6-phosphate synthase	[MISSING]
Q9M057	F1I16_60 At3g55650	Pyruvate kinase (EC 2.7.1.40)	[MISSING]
Q0WLP1	At1g31910	Putative uncharacterized protein At1g31910 (Fragment)	[MISSING]
B9DGX9	At1g10130	AT1G10130 protein (Fragment)	[MISSING]
Q9LMX8	At1g13700 F21F23.14	Probable 6-phosphogluconolactonase 1 (6PGL 1) (EC 3.1.1.31)	[MISSING]
A0A1P8B0R3	MES3 ATMES3 methyl esterase 3 At2g23610 F26B6.26 F26B6_26	Methyl esterase 3	[MISSING]
A0A1P8BB86	NF-YA10 ''nuclear factor Y nuclear factor Y subunit A10 subunit A10'' At5g06510 F15M7.4 F15M7_4	Nuclear factor Y, subunit A10	[MISSING]
F4JFV6	GOX2 glycolate oxidase 2 At3g14415	Aldolase-type TIM barrel family protein	[MISSING]
A0A1I9LRI3	CYP71B26 ''cytochrome P450 cytochrome P450 family 71 polypeptide 26 polypeptide 26'' subfamily B At3g26290	Cytochrome P450, family 71, subfamily B, polypeptide 26	[MISSING]
Q8VYG2	GALAK At3g10700 F13M14.1 T7M13.22	Galacturonokinase (EC 2.7.1.44) (D-galacturonic acid-1-P kinase)	[MISSING]
A0A1I9LTE4	LAS1 lanosterol synthase 1 At3g45130	Terpene cyclase/mutase family member (EC 5.4.99.-)	[MISSING]
A0A1P8BF02	SUS2 ATSUS2 SSA SUCROSE SYNTHASE sucrose synthase 2 At5g49190 K21P3.6 K21P3_6	Sucrose synthase 2	[MISSING]
A0A1P8BF00	SUS2 ATSUS2 SSA SUCROSE SYNTHASE sucrose synthase 2 At5g49190 K21P3.6 K21P3_6	Sucrose synthase 2	[MISSING]
F4JID0	At4g08800 T32A17.110 T32A17_110	Protein kinase superfamily protein	[MISSING]
Q593N9	At1g04410	At1g04410 (Putative cytosolic malate dehydrogenase) (Fragment)	[MISSING]
A0A1P8AYK7	At2g29310 F16P2.31 F16P2_31	NAD(P)-binding Rossmann-fold superfamily protein	[MISSING]
Q3E6Z1	CCoAOMT1 At4g34050 F28A23.190 F28A23_190	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[MISSING]
A0A1P8AWC5	CYP735A2 cytochrome P450 family 735 polypeptide 2 subfamily A At1g67110 F5A8.3 F5A8_3	Cytochrome P450, family 735, subfamily A, polypeptide 2	[MISSING]
B9DGA8	At4g31990	Aspartate aminotransferase (EC 2.6.1.1)	[MISSING]
O49514	F28J12.100 At4g18440	Adenylosuccinate lyase - like protein (Adenylosuccinate lyase-like protein)	[MISSING]
Q56WV3	At2g37040	Phenylalanine ammonia lyase (Fragment)	[MISSING]
Q9FK51	At5g18200 MRG7.16	ADP-glucose phosphorylase (EC 2.7.7.-) (ADP-glucose:phosphate adenylyltransferase)	[MISSING]
Q93ZF2	At1g09780	Putative 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	[MISSING]
Q8GXH6	At1g31180/F28K20_14	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	[MISSING]
F4J3A5	F3H F3'H FLAVANONE 3-HYDROXYLASE flavanone 3-hydroxylase TRANSPARENT TESTA 6 TT6 At3g51240	Flavanone 3-hydroxylase	[MISSING]
Q56ZB3	At5g11880	Diaminopimelate decarboxylase-like protein	[MISSING]
F4IKM1	At2g29340 F16P2.28	Tropinone reductase homolog At2g29340 (EC 1.1.1.-)	[MISSING]
Q682J4	At4g37340	Cytochrome P450-like protein	[MISSING]
Q4V3B3	BGLU28 At2g44460 F4I1.27	Beta-glucosidase 28 (AtBGLU28) (EC 3.2.1.21)	[MISSING]
A0A1P8ATU6	PAI1 TRANSIENT RECEPTOR POTENTIAL 6 TRP6 At1g07780 F24B9.11 F24B9_11	Phosphoribosylanthranilate isomerase 1	[MISSING]
A0A1P8B9L6	MAM1 2-ISOPROPYLMALATE SYNTHASE 2-ISOPROPYLMALATE SYNTHASE 3 IMS3 METHYLTHIOALKYLMALATE SYNTHASE At5g23010 T20O7.3 T20O7_3	Methylthioalkylmalate synthase 1	[MISSING]
A0A1P8B9L0	MAM1 2-ISOPROPYLMALATE SYNTHASE 2-ISOPROPYLMALATE SYNTHASE 3 IMS3 METHYLTHIOALKYLMALATE SYNTHASE At5g23010 T20O7.3 T20O7_3	Methylthioalkylmalate synthase 1	[MISSING]
A0A1P8B9L1	FDH AtFDH1 FORMATE DEHYDROGENASE formate dehydrogenase At5g14780 T9L3.80 T9L3_80	Formate dehydrogenase	[MISSING]
Q0WLF6	At1g78900	AT1G78900 protein (Vacuolar-type H+-ATPase subunit A)	[MISSING]
Q8RXR0	At1g60490	Putative phosphatidylinositol 3-kinase (Fragment)	[MISSING]
A0A178UTP2	At4g17260 AXX17_At4g20330	Uncharacterized protein	[MISSING]
Q9SZT7	''cytochrome P450 CYP81D8 cytochrome P450 family 81 polypeptide 8 polypeptide 8'' subfamily D At4g37370 F6G17.20 F6G17_20	Cytochrome P450, family 81, subfamily D, polypeptide 8 (Cytochrome P450-like protein)	[MISSING]
Q9SZT6	''cytochrome P450 CYP81D2 cytochrome P450 family 81 polypeptide 2 polypeptide 2'' subfamily D At4g37360 F6G17.10 F6G17_10	Cytochrome P450, family 81, subfamily D, polypeptide 2 (Cytochrome p450-like protein)	[MISSING]
F4JRM5	BIN2 ATSK21 BRASSINOSTEROID-INSENSITIVE 2 DWARF 12 DWF12 SHAGGY-LIKE KINASE 21 SK21 UCU1 ULTRACURVATA 1 At4g18710 F28A21.120 F28A21_120	Protein kinase superfamily protein	[MISSING]
A0A1P8ARS3	DIN9 DARK INDUCIBLE 9 PHOSPHOMANNOSE ISOMERASE 2 PMI2 At1g67070 F1O19.12 F1O19_12	Mannose-6-phosphate isomerase, type I	[MISSING]
O22683	CYN At3g23490 MEE5.3	Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase)	[MISSING]
Q9FIA0	UGT76C2 At5g05860 MJJ3.28	UDP-glycosyltransferase 76C2 (EC 2.4.1.-) (Cytokinin-N-glucosyltransferase 2)	[MISSING]
B9DH02	At5g07440	AT5G07440 protein (Fragment)	[MISSING]
A0A1P8BEI1	PLDALPHA3 phospholipase D alpha 3 At5g25370 F18G18.110 F18G18_110	Phospholipase D alpha 3	[MISSING]
A0A1P8B564	CAT2 CATALASE catalase 2 At4g35090 T12J5.2	Catalase 2	[MISSING]
F4K884	P5CR AT-P5C1 AT-P5R EMB2772 EMBRYO DEFECTIVE 2772 At5g14800 T9L3.100 T9L3_100	Pyrroline-5-carboxylate (P5C) reductase	[MISSING]
C0Z395	At2g23600	AT2G23600 protein	[MISSING]
P41088	CHI1 CFI TT5 At3g55120 T15C9_120	Chalcone--flavonone isomerase 1 (Chalcone isomerase 1) (EC 5.5.1.6) (Protein TRANSPARENT TESTA 5)	[MISSING]
Q56XD4	At1g01710	Acyl CoA thioesterase	[MISSING]
C0Z396	At1g67090	AT1G67090 protein	[MISSING]
Q8L7E8	At1g06570	4-hydroxyphenylpyruvate dioxygenase HPD	[MISSING]
A0A1R7T3H5	CESA4 cellulose synthase A4 IRREGULAR XYLEM 5 IRX5 MRH10.14 MRH10_14 NWS2 At5g44030	Cellulose synthase A4	[MISSING]
A0A1R7T3H6	CESA4 cellulose synthase A4 IRREGULAR XYLEM 5 IRX5 MRH10.14 MRH10_14 NWS2 At5g44030	Cellulose synthase A4	[MISSING]
Q9FH03	BGLU12 At5g42260 K5J14.7	Beta-glucosidase 12 (AtBGLU12) (EC 3.2.1.21)	[MISSING]
A8MS71	QPT At2g01350 F10A8.23 F10A8_23	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	[MISSING]
A8MS79	MIF21.11 MIF21_11 At5g48220	Aldolase-type TIM barrel family protein	[MISSING]
Q9SLE0	At2g16790 T24I21.20 T24I21_20	Gluconokinase (EC 2.7.1.12)	[MISSING]
O23156	C7A10.40 ''cytochrome P450 CYP81D5 cytochrome P450 family 81 polypeptide 5 polypeptide 5'' subfamily D At4g37320 F6G17.8	Cytochrome P450, family 81, subfamily D, polypeptide 5 (Cytochrome P450-like protein) (Putative cytochrome p450 family protein)	[MISSING]
Q0WM10	At5g58330	NADP-dependent malate dehydrogenase (Fragment)	[MISSING]
O23154	C7A10.20 ''cytochrome P450 CYP81D3 cytochrome P450 family 81 polypeptide 3 polypeptide 3'' subfamily D At4g37340 F6G17.1	Cytochrome P450, family 81, subfamily D, polypeptide 3 (Cytochrome P450-like protein)	[MISSING]
O23155	C7A10.30 ''cytochrome P450 CYP81D4 cytochrome P450 family 81 polypeptide 4 polypeptide 4'' subfamily D At4g37330 F6G17.5	At4g37330 (Cytochrome P450, family 81, subfamily D, polypeptide 4) (Cytochrome P450-like protein)	[MISSING]
Q9LTZ0	At3g27400 K1G2.11	Putative pectate lyase 11 (EC 4.2.2.2)	[MISSING]
A0A1P8AQN0	SULTR1;2 SEL1 SELENATE RESISTANT 1 SULFATE TRANSPORTER sulfate transporter 1;2 At1g78000 F28K19.22 F28K19_22	Sulfate transporter 12	[MISSING]
Q93VR3	At5g28840 F7P1.20	GDP-mannose 3,5-epimerase (GDP-Man 3,5-epimerase) (EC 5.1.3.18)	[MISSING]
Q9SD73	F13I12.50 At3g47000 At3g47000/F13I12.50	At3g47000 (Beta-D-glucan exohydrolase-like protein) (Glycosyl hydrolase family protein)	[MISSING]
A0A1P8B4I7	At4g04880 T4B21.20 T4B21_20	Adenosine/AMP deaminase family protein	[MISSING]
F4IQQ3	SYCO ARATH cysteinyl t-RNA synthetase FIONA At2g31170 T16B12.16	Cysteinyl-tRNA synthetase, class Ia family protein	[MISSING]
Q56YB6	At2g37130	Putative peroxidase ATP2a	[MISSING]
A0A1P8B707	CPK22 At4g04710 T4B21.12 T4B21_12	Calcium-dependent kinase-like protein	[MISSING]
Q93Y13	At5g14760/T9L3_60	L-aspartate oxidase-like protein	[MISSING]
F4K0T0	CPD CABBAGE 3 CBB3 CYP90 CYP90A CYP90A1 CYTOCHROME P450 CYTOCHROME P450 90A1 CYTOCHROME P450 MONOOXYGENASE DWARF 3 DWF3 MJJ3.9 MJJ3_9 At5g05690	Cytochrome P450 superfamily protein	[MISSING]
F4K0T5	ASA1 AMT1 JDL1 MJJ3.14 MJJ3_14 TRP5 TRYPTOPHAN BIOSYNTHESIS 5 WEAK ETHYLENE INSENSITIVE 2 WEI2 At5g05730	Anthranilate synthase alpha subunit 1	[MISSING]
F4ICG2	OVA9 ovule abortion 9 At1g25350 F4F7.26 F4F7_26	Glutamine-tRNA ligase, putative / glutaminyl-tRNA synthetase, putative / GlnRS	[MISSING]
Q56YP2	PIP5K1 P5K1 At1g21980 F2E2.1	Phosphatidylinositol 4-phosphate 5-kinase 1 (AtPIP5K1) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 1) (Diphosphoinositide kinase 1) (PtdIns(4)P-5-kinase 1)	[MISSING]
A0A1P8AUN1	At1g76400 F15M4.10 F15M4_10	Ribophorin I	[MISSING]
C0Z2P8	At1g80460	AT1G80460 protein	[MISSING]
A0A1I9LP01	CPK13 At3g51850	Calcium-dependent protein kinase 13	[MISSING]
A0A1I9LP03	PHT4;3 phosphate transporter 4;3 At3g46980	Phosphate transporter 43	[MISSING]
A0A1I9LP02	CPK13 At3g51850	Calcium-dependent protein kinase 13	[MISSING]
A0A1I9LP04	PHT4;3 phosphate transporter 4;3 At3g46980	Phosphate transporter 43	[MISSING]
A0A1I9LP07	PHT4;3 phosphate transporter 4;3 At3g46980	Phosphate transporter 43	[MISSING]
A0A1P8B8Z4	APT4 At4g12440 T1P17.30 T1P17_30	Adenine phosphoribosyl transferase 4	[MISSING]
B9DGP8	ATP5 At5g13450	AT5G13450 protein (Delta subunit of Mt ATP synthase)	[MISSING]
B3H560	PMDH2 At5g09660 F17I14.150 F17I14_150	Malate dehydrogenase (EC 1.1.1.37)	[MISSING]
Q8L910	GPX4 At2g48150 F11L15.5	Probable glutathione peroxidase 4 (EC 1.11.1.9)	[MISSING]
F4K083	MIF21.11 MIF21_11 At5g48220	Aldolase-type TIM barrel family protein	[MISSING]
Q5DWW1	At3g51240.1	Mutant protein of flavanone-3-hydroxylase	[MISSING]
B9DHH5	At1g10070	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	[MISSING]
A0A1I9LM56	BGAL2 beta-galactosidase 2 At3g52840	Beta-galactosidase (EC 3.2.1.23)	[MISSING]
B9DG31	At1g30820	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	[MISSING]
Q0WUX7	At1g50110	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	[MISSING]
A0A1P8ANM5	BCA6 ATBCA6 beta carbonic anhydrase 6 At1g58180 T15M6.18	Beta carbonic anhydrase 6	[MISSING]
A0A1P8B2S8	HPT1 ATHPT TOCOPHEROL PHYTYLTRANSFERASE TPT1 VITAMIN E 2 VTE2 At2g18950 F19F24.15 F19F24_15	Homogentisate phytyltransferase 1	[MISSING]
Q9XGZ2	T1N24.22 LRR-RLK At5g25930 F18A17.4	Kinase family with leucine-rich repeat domain-containing protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor protein kinase) (T1N24.22 protein)	[MISSING]
A0A1P8ANM0	PAP3 ATPAP3 purple acid phosphatase 3 At1g14700 F10B6.10 F10B6_10	Purple acid phosphatase 3	[MISSING]
Q9LMI0	TPS7 TPSA At1g06410 T2D23.11	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 7) (AtTPS7)	[MISSING]
Q9SLN0	At2g39630 AT2G39630 F12L6.29 F12L6_29	At2g39630/F12L6.29 (Glycosyltransferase) (Nucleotide-diphospho-sugar transferases superfamily protein) (Putative dolichyl-phosphate beta-glucosyltransferase)	[MISSING]
A0A1P8BDX2	PCK2 PEPCK At5g65690	Phosphoenolpyruvate carboxykinase 2	[MISSING]
Q9S725	4CL2 At3g21240 MXL8.10	4-coumarate--CoA ligase 2 (4CL 2) (EC 6.2.1.12) (4-coumarate--CoA ligase isoform 2) (At4CL2) (4-coumaroyl-CoA synthase 2)	[MISSING]
Q9LIQ4	THIM At3g24030 F14O13	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	[MISSING]
