ENTRY	GENE NAME	NAME	LOCATION
Q9SMQ4	SRK2F OSKL5 SNRK2.7 At4g40010 T5J17.180	Serine/threonine-protein kinase SRK2F (EC 2.7.11.1) (OST1-kinase-like 5) (SNF1-related kinase 2.7) (SnRK2.7)	Cytoplasm
Q94CE7	At4g15560	Putative DEF (CLA1) protein (Fragment)	Cytoplasm
F4IAT5	At1g24735 F5A9.20 F5A9_20	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cytoplasm
A0A1P8AST6	GSTF5 ATGSTF5 At1g02940 F22D16.6 F22D16_6	Glutathione S-transferase (Class phi) 5	Cytoplasm
O23389	dl3725w ''cytochrome P450 CYP705A3 cytochrome P450 family 705 polypeptide 3 polypeptide 3'' subfamily A At4g15360 Dl3725W FCAALL.277	Cytochrome P450 like protein (Cytochrome P450, family 705, subfamily A, polypeptide 3)	Cytoplasm
B9DGX9	At1g10130	AT1G10130 protein (Fragment)	Cytoplasm
Q9M2Y8	ACS9 ETO3 At3g49700 T16K5.50	1-aminocyclopropane-1-carboxylate synthase 9 (ACC synthase 9) (EC 4.4.1.14) (Ethylene-overproduction protein 3) (S-adenosyl-L-methionine methylthioadenosine-lyase 9)	Cytoplasm
A0A1P8B4Z3	VATG3 vacuolar ATP synthase G3 VHA-G3 At4g25950 F20B18.60 F20B18_60	V-type proton ATPase subunit G	Cytoplasm
Q9SNY3	GMD1 At5g66280 K1L20.6	GDP-mannose 4,6 dehydratase 1 (EC 4.2.1.47) (GDP-D-mannose dehydratase 1) (GMD 1)	Cytoplasm
Q9ZPS4	GAD3 At2g02000 F14H20.7	Glutamate decarboxylase 3 (GAD 3) (EC 4.1.1.15)	Cytoplasm
Q8LAX0	HMT3 At3g22740 MWI23.11	Homocysteine S-methyltransferase 3 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 3) (AtHMT-3) (SMM:Hcy S-methyltransferase 3)	Cytoplasm
F4I3L1	At1g56190 F14G9.19 F14G9_19	Phosphoglycerate kinase (EC 2.7.2.3)	Cytoplasm
F4ICG2	OVA9 ovule abortion 9 At1g25350 F4F7.26 F4F7_26	Glutamine-tRNA ligase, putative / glutaminyl-tRNA synthetase, putative / GlnRS	Cytoplasm
F4JED5	At3g07270	GTP cyclohydrolase I	Cytoplasm
B9DGD1	At5g35630	Glutamine synthetase (EC 6.3.1.2)	Cytoplasm
A0A1P8B3F6	CTF7 AtCTF7 ECO1 At4g31400 F3L17.7	Protein CTF7	Cytoplasm
Q8L7E8	At1g06570	4-hydroxyphenylpyruvate dioxygenase HPD	Cytoplasm
A0A1P8ATF1	PAI3 At1g29410 F15D2.31 F15D2_31	Phosphoribosylanthranilate isomerase 3	Cytoplasm
Q8L7U0	At3g03330 T21P5.25 T21P5_25	AT3g03330/T21P5_25 (NAD(P)-binding Rossmann-fold superfamily protein)	Cytoplasm
A0A1P8B0J0	BGLU17 beta glucosidase 17 At2g44480 F4I1.29	Beta glucosidase 17	Cytoplasm
F4KGY8	UGP2 AtUGP2 MKP11.26 MKP11_26 At5g17310	UDP-glucose pyrophosphorylase 2	Cytoplasm
A0A1P8AZN1	GPX4 ATGPX4 glutathione peroxidase 4 At2g48150 F11L15.5	Glutathione peroxidase	Cytoplasm
A0A1P8AZ43	BGLU28 beta glucosidase 28 At2g44460 F4I1.27	Beta glucosidase 28	Cytoplasm
Q0WUS4	At2g22780	Malate dehydrogenase (EC 1.1.1.37)	Cytoplasm
Q56WQ1	At4g31990	Aspartate aminotransferase (EC 2.6.1.1) (Fragment)	Cytoplasm
Q0WRQ2	At4g16210	Enoyl-CoA hydratase like protein	Cytoplasm
A8MRG1	SK1 ATSK1 shikimate kinase 1 At2g21940 F7D8.26 F7D8_26	Shikimate kinase 1	Cytoplasm
F4K203	MAF19.14 MAF19_14 At5g61140	U5 small nuclear ribonucleoprotein helicase	Cytoplasm
A0A1P8B6J0	NDB1 NAD(P)H dehydrogenase B1 At4g28220 F26K10.100 F26K10_100	NAD(P)H dehydrogenase B1	Cytoplasm
Q0WP70	At5g20980	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase-like protein (Fragment)	Cytoplasm
Q0WWW1	At1g29880	Glycyl-tRNA synthetase (Fragment)	Cytoplasm
F4I9N7	SK42 ATSK42 shaggy-like kinase 42 At1g57870 F12K22.12 F12K22_12	Shaggy-like kinase 42	Cytoplasm
A0A1P8B0M1	THY-1 thymidylate synthase 1 At2g16370 F16F14.13 F16F14_13	Thymidylate synthase 1	Cytoplasm
A0A1I9LLT1	PPT2 ATPPT2 PHOSPHATE TRANSLOCATOR 2 phosphate translocator 2 PHOSPHOENOLPYRUVATE (PEP) phosphoenolpyruvate (pep) At3g01550 F4P13.10 F4P13_10	Phosphoenolpyruvate (Pep)/phosphate translocator 2	Cytoplasm
Q9ZW03	At2g29150 F16P2.47	Tropinone reductase homolog At2g29150 (EC 1.1.1.-)	Cytoplasm
F4JAB9	At3g47050	Glycosyl hydrolase family protein	Cytoplasm
A0A1P8B0L6	ISA1 ATISA1 isoamylase 1 At2g39930 T28M21.9 T28M21_9	Isoamylase 1	Cytoplasm
Q0WTJ5	At4g37330	Cytochrome P450 like protein (Fragment)	Cytoplasm
Q8LPL3	At5g21100 T10F18.130 T10F18_130	Ascorbate oxidase-like protein (L-ascorbate oxidase, putative) (Plant L-ascorbate oxidase)	Cytoplasm
F4I7M5	SPDS1 spermidine synthase 1 At1g23820 F5O8.38 F5O8_38	Spermidine synthase	Cytoplasm
A0A1P8ASV1	emb2411 embryo defective 2411 At1g08840	DNA replication helicase	Cytoplasm
A0A1I9LTP2	CYSC1 ARATH:BSAS3:1 ATCYSC1 CYSTEINE SYNTHASE CYSTEINE SYNTHASE C1 cysteine synthase C1 At3g61440	Cysteine synthase C1	Cytoplasm
B3H5M0	MDHAR ATMDAR3 AtMDAR3 MDAR2 MDAR3 monodehydroascorbate reductase At3g09940 F8A24.20	Monodehydroascorbate reductase	Cytoplasm
Q9FK25	OMT1 COMT1 At5g54160 K18G13.3	Flavone 3'-O-methyltransferase 1 (AtOMT1) (EC 2.1.1.42) (Acetylserotonin O-methyltransferase OMT1) (EC 2.1.1.4) (Caffeate O-methyltransferase 1) (EC 2.1.1.68) (Quercetin 3'-O-methyltransferase 1)	Cytoplasm
F4J0D8	At3g28715	V-type proton ATPase subunit	Cytoplasm
Q9FE04	At3g28710 At3g28710/MZN14_20	V-type proton ATPase subunit	Cytoplasm
Q8LG64	CDKB2-2 At1g20930 F9H16.8	Cyclin-dependent kinase B2-2 (CDKB2;2) (EC 2.7.11.22) (EC 2.7.11.23)	Cytoplasm
A0A1I9LQR9	At3g56300	Cysteinyl-tRNA synthetase, class Ia family protein	Cytoplasm
Q9ZW16	TRI At2g29330 F16P2.29	Tropinone reductase homolog At2g29330 (EC 1.1.1.-)	Cytoplasm
B9DFU4	At1g20020	AT1G20020 protein (Fragment)	Cytoplasm
A0A1R7T385	DXPS3 DXS3 At5g11380 F2I11.270 F2I11_270	1-deoxy-D-xylulose 5-phosphate synthase 3	Cytoplasm
A0A1P8BEE5	APK4 At5g67520 K9I9.8 K9I9_8	Adenylyl-sulfate kinase (EC 2.7.1.25)	Cytoplasm
Q9LT75	PTEN2A PTEN2 At3g19420 MLD14.15	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A (EC 3.1.3.48) (EC 3.1.3.67) (Protein PHOSPHATASE AND TENSIN HOMOLOG 2-a) (AtPTEN2) (AtPTEN2a)	Cytoplasm
O23391	dl3720w ''cytochrome P450 CYP705A2 cytochrome P450 family 705 polypeptide 2 polypeptide 2'' subfamily A At4g15350 Dl3720W FCAALL.274	Cytochrome P450 like protein (Cytochrome P450, family 705, subfamily A, polypeptide 2) (Putative cytochrome P450 protein)	Cytoplasm
A8MR78	SNG1 MALATE SINAPOYLTRANSFERASE SCPL8 SERINE CARBOXYPEPTIDASE-LIKE 8 sinapoylglucose 1 At2g22990 T20K9.18	Sinapoylglucose 1	Cytoplasm
A0A1P8B510	TPS02 terpene synthase 02 At4g16730 Dl4390W FCAALL.15	Terpene synthase 02	Cytoplasm
A0A1P8ASX3	CCR1 ATCCR1 CINNAMOYL COA REDUCTASE cinnamoyl coa reductase 1 IRREGULAR XYLEM 4 IRX4 At1g15950 T24D18.5 T24D18_5	Cinnamoyl coa reductase 1	Cytoplasm
P57750	DRT101 At5g18070 MRG7.2	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (DNA-damage-repair/toleration protein DRT101) (N-acetylglucosamine-phosphate mutase)	Cytoplasm
B9DHX4	At1g04410	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	Cytoplasm
F4IAP5	At1g18270 T10O22.24 T10O22_24	Ketose-bisphosphate aldolase class-II family protein	Cytoplasm
B3H520	GSTF4 ATGSTF4 GLUTATHIONE S-TRANSFERASE 31 glutathione S-transferase F4 GST31 At1g02950 F22D16.5 F22D16_5	Glutathione S-transferase F4	Cytoplasm
O22527	CLH1 ATHCOR1 COR1 At1g19670 F6F9.28	Chlorophyllase-1 (AtCLH1) (EC 3.1.1.14) (Chlorophyll-chlorophyllido hydrolase 1) (Chlase 1) (Coronatine-induced protein 1) (CORI1)	Cytoplasm
A0A1I9LNU6	At3g27400	Pectate lyase (EC 4.2.2.2)	Cytoplasm
A0A1I9LQU2	At3g09540	Pectin lyase-like superfamily protein	Cytoplasm
Q8GXT2	BGLU29 At2g44470 F4I1.28	Beta-glucosidase 29 (AtBGLU29) (EC 3.2.1.21)	Cytoplasm
A0A1P8ANQ5	CIPK23 ATCIPK23 LKS1 LOW-K+-SENSITIVE 1 PKS17 SnRK3.23 SOS2-like protein kinase 17 At1g30270 F12P21.6 F12P21_6	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Cytoplasm
A8MSF6	PIP1C PIP1;3 TMP-B At1g01620 F22L4.16 F22L4_16	Plasma membrane intrinsic protein 1C	Cytoplasm
Q9FFQ5	FLS3 At5g63590 MBK5.5	Flavonol synthase 3 (EC 1.14.11.23)	Cytoplasm
Q39010	ASK6 SK2-2 SK23 At2g30980 F7F1.19	Shaggy-related protein kinase zeta (EC 2.7.11.1) (ASK-zeta) (Shaggy-related protein kinase 2-2) (AtSK2-2) (Shaggy-related protein kinase 23) (AtSK23)	Cytoplasm
Q570K4	At1g78900	Vacuolar-type H+-ATPase subunit A	Cytoplasm
Q56X29	At1g35670	Calcium-dependent protein kinase	Cytoplasm
A0A1P8AMV3	PLDEPSILON phospholipase D alpha 4 PLDALPHA4 At1g55180 F7A10.25 F7A10_25	Phospholipase D (EC 3.1.4.4)	Cytoplasm
A0A1P8AMV4	At1g50110 F2J10.4 F2J10_4	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	Cytoplasm
O65896	CDA1 CDD DESZ At2g19570 F3P11	Cytidine deaminase 1 (At-CDA1) (EC 3.5.4.5)	Cytoplasm
Q9SYG7	ALDH7B4 At1g54100 F15I1.19	Aldehyde dehydrogenase family 7 member B4 (EC 1.2.1.3) (Antiquitin-1) (Turgor-responsive ALDH)	Cytoplasm
A0A1I9LST4	At3g15290	3-hydroxyacyl-CoA dehydrogenase family protein	Cytoplasm
A0A1P8B6N4	APT3 At4g22570 F7K2.150 F7K2_150	Adenine phosphoribosyl transferase 3	Cytoplasm
Q0WVN2	At3g26310	Putative cytochrome P450	Cytoplasm
A0A2H1ZEJ8	GLDH ''L-galactono-1 4-LACTONE DEHYDOROGENASE 4-lactone dehydrogenase 4-lactone dehydrogenase'' ATGLDH L-GALACTONO-1 L-galactono-1 At3g47930	L-galactono-1,4-lactone dehydrogenase	Cytoplasm
A0A1I9LME2	At3g54250	GHMP kinase family protein	Cytoplasm
Q84MD8	FHY FMN At4g21470 F18E5.90	Bifunctional riboflavin kinase/FMN phosphatase [Includes: FMN phosphatase (EC 3.1.3.102) (FMN phosphohydrolase); Riboflavin kinase (EC 2.7.1.26) (Flavokinase)]	Cytoplasm
Q9LV77	ASN2 At5g65010 MXK3.25	Asparagine synthetase [glutamine-hydrolyzing] 2 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 2)	Cytoplasm
F4JTR2	PIS2 At4g38570 F20M13.130 F20M13_130	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11)	Cytoplasm
Q9M1D1	BGLU27 At3g60120 T2O9.100	Beta-glucosidase 27 (AtBGLU27) (EC 3.2.1.21)	Cytoplasm
O23156	C7A10.40 ''cytochrome P450 CYP81D5 cytochrome P450 family 81 polypeptide 5 polypeptide 5'' subfamily D At4g37320 F6G17.8	Cytochrome P450, family 81, subfamily D, polypeptide 5 (Cytochrome P450-like protein) (Putative cytochrome p450 family protein)	Cytoplasm
A0A1P8B545	CKI1 casein kinase I CASEIN KINASE I-LIKE 11 CKL11 At4g14340 Dl3210c FCAALL.68	Casein kinase I	Cytoplasm
Q9C8G4	At1g30350 T4K22.5	Probable pectate lyase 4 (EC 4.2.2.2)	Cytoplasm
F4J849	MDAR1 ATMDAR1 At3g52880	Monodehydroascorbate reductase 1	Cytoplasm
A0A1I9LSU6	At3g17070	Peroxidase (EC 1.11.1.7)	Cytoplasm
W8PVS8	AT1G78580	Glycosyltransferase (Fragment)	Cytoplasm
F4INR3	LAP1 leucyl aminopeptidase 1 At2g24200 F27D4.11 F27D4_11	Cytosol aminopeptidase family protein	Cytoplasm
A0A1P8AXK4	ACA2 alpha carbonic anhydrase 2 ATACA2 At2g28210 T3B23.12 T3B23_12	Alpha carbonic anhydrase 2	Cytoplasm
Q56XQ1	At5g42800	Dihydroflavonol 4-reductase	Cytoplasm
Q56YS5	At5g12200	Dihydropyrimidinase like protein	Cytoplasm
Q0WRA8	At1g20050	C-8,7 sterol isomerase	Cytoplasm
Q56ZB3	At5g11880	Diaminopimelate decarboxylase-like protein	Cytoplasm
A0A1P8BGU7	At5g16230 T21H19.150 T21H19_150	Plant stearoyl-acyl-carrier-protein desaturase family protein	Cytoplasm
O82616	At4g10260 F24G24.60 T9A4.3	Probable fructokinase-5 (EC 2.7.1.4)	Cytoplasm
A0A1P8B580	PEN1 04C11 ATPEN1 At4g15340 Dl3715c FCAALL.158	Pentacyclic triterpene synthase 1	Cytoplasm
A0A1P8B564	CAT2 CATALASE catalase 2 At4g35090 T12J5.2	Catalase (EC 1.11.1.6)	Cytoplasm
Q56X40	At2g18230	Putative inorganic pyrophosphatase (Fragment)	Cytoplasm
W8Q3R5	AT1G22400	Glycosyltransferase (EC 2.4.1.-) (Fragment)	Cytoplasm
F4K875	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Cytoplasm
A0A1P8B8B3	PLDGAMMA3 phospholipase D gamma 3 At4g11840 T26M18.50 T26M18_50	Phospholipase D (EC 3.1.4.4)	Cytoplasm
C0Z363	At1g72880	AT1G72880 protein	Cytoplasm
Q9SKU8	At2g20690 F5H14.34 F5H14_34	At2g20690/F5H14.34 (Lumazine-binding family protein) (Putative riboflavin synthase alpha chain)	Cytoplasm
A0A1P8AVI0	LUP2 ATLUP2 lupeol synthase 2 YUP8H12R.43 YUP8H12R_43 At1g78960	Terpene cyclase/mutase family member (EC 5.4.99.-)	Cytoplasm
Q8RWS2	At5g54960	Putative pyruvate decarboxylase (Fragment)	Cytoplasm
Q56YP2	PIP5K1 P5K1 At1g21980 F2E2.1	Phosphatidylinositol 4-phosphate 5-kinase 1 (AtPIP5K1) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 1) (Diphosphoinositide kinase 1) (PtdIns(4)P-5-kinase 1)	Cytoplasm
A0A1P8BEI1	PLDALPHA3 phospholipase D alpha 3 At5g25370 F18G18.110 F18G18_110	Phospholipase D (EC 3.1.4.4)	Cytoplasm
Q9M0P1	At4g09520	Uncharacterized protein AT4g09520	Cytoplasm
Q9FXK1	At1g24807 F5A9.17 F5A9_17	F5A9.17 (Glutamine amidotransferase type 1 family protein)	Cytoplasm
F4JRM5	BIN2 ATSK21 BRASSINOSTEROID-INSENSITIVE 2 DWARF 12 DWF12 SHAGGY-LIKE KINASE 21 SK21 UCU1 ULTRACURVATA 1 At4g18710 F28A21.120 F28A21_120	Protein kinase superfamily protein	Cytoplasm
F4KCJ8	At5g09300 T5E8.100 T5E8_100	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein	Cytoplasm
Q9FMJ4	MDC12.26 MDC12_26 At5g63290	At5g63290 (Oxygen-independent coproporphyrinogen-like protein) (Radical SAM superfamily protein)	Cytoplasm
O22211	GPT At2g41490 T26J13.8 T26J13_8	Putative UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (T26J13.8/T26J13.8) (UDP-GlcNAc:dolichol phosphate N-acetylglucosamine-1-phosphate transferase) (UDP-glcnac-adolichol phosphate glcnac-1-p-transferase)	Cytoplasm
A0A1P8B582	At4g30910 F6I18.180 F6I18_180	Cytosol aminopeptidase family protein	Cytoplasm
A0A1P8B2E5	At2g24800 F27C12.28 F27C12_28	Peroxidase superfamily protein	Cytoplasm
A0A1I9LP01	CPK13 At3g51850	Calcium-dependent protein kinase 13	Cytoplasm
Q9FHC8	CYP96A4 ''cytochrome P450 cytochrome P450 family 96 polypeptide 4 polypeptide 4'' subfamily A At5g52320 K24M7.5 K24M7_5	Cytochrome P450 (Cytochrome P450, family 96, subfamily A, polypeptide 4)	Cytoplasm
A0A1I9LLZ7	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Cytoplasm
F4JWT7	DNMT2 AtDNMT2 DNA METHYLTRANSFERASE 2 DNA methyltransferase-2 At5g25480 T14C9.10 T14C9_10	DNA methyltransferase-2	Cytoplasm
Q570A6	At1g77740	Putative phosphatidylinositol-4-phosphate-5-kinase (Fragment)	Cytoplasm
F4J4S1	THA2 threonine aldolase 2 At3g04520	Threonine aldolase 2	Cytoplasm
Q0WLK2	At5g26830	Threonyl-tRNA synthetase (Fragment)	Cytoplasm
Q9LIQ4	THIM At3g24030 F14O13	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	Cytoplasm
A0A1P8B0R3	MES3 ATMES3 methyl esterase 3 At2g23610 F26B6.26 F26B6_26	Methyl esterase 3	Cytoplasm
F4HRR5	RBCS1A At1g67090 F1O19.14 F5A8.1 F5A8_1	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	Cytoplasm
F4IBV4	At1g78800 AT1G78800 F9K20.16 F9K20_16	Glycosyltransferase (UDP-Glycosyltransferase superfamily protein)	Cytoplasm
Q8RW90	FAH SSCD1 At1g12050 F12F1.8	Fumarylacetoacetase (EC 3.7.1.2) (Fumarylacetoacetate hydrolase) (AtFAH) (Protein SHORT-DAY SENSITIVE CELL DEATH 1)	Cytoplasm
B6DVJ8	GGPS2 At2g23800	Geranylgeranyl pyrophosphate synthase 2	Cytoplasm
Q9LU02	BGLU13 At5g44640 K15C23.9	Beta-glucosidase 13 (AtBGLU13) (EC 3.2.1.21)	Cytoplasm
B9DI06	At4g33030	AT4G33030 protein (Fragment)	Cytoplasm
F4HXD2	ALDH10A8 aldehyde dehydrogenase 10A8 At1g74920 F25A4.11 F25A4_11	Aldehyde dehydrogenase 10A8	Cytoplasm
Q570F0	At1g71695	Peroxidase (EC 1.11.1.7) (Fragment)	Cytoplasm
Q0WTE6	At1g63460	Glutathione peroxidase	Cytoplasm
Q0WLY8	At4g29130	Phosphotransferase (EC 2.7.1.-) (Fragment)	Cytoplasm
A0A1P8BCS8	FHIT FRAGILE HISTIDINE TRIAD MCK7.11 MCK7_11 At5g58240	FRAGILE HISTIDINE TRIAD	Cytoplasm
Q9SW67	C7A10.50 ''cytochrome P450 CYP81H1 cytochrome P450 family 81 polypeptide 1 polypeptide 1'' subfamily H At4g37310 F6G17.6	Cytochrome P450, family 81, subfamily H, polypeptide 1 (Cytochrome P450-like protein)	Cytoplasm
Q56WX4	At4g37640	Plasma membrane-type calcium ATPase	Cytoplasm
F4IQ61	MFL8.15 IPMI SSU1 At2g43090	Aconitase/3-isopropylmalate dehydratase protein	Cytoplasm
A0A1I9LP31	GalAK galacturonic acid kinase At3g10700	Galacturonic acid kinase	Cytoplasm
A0A1P8BHL0	PNT1 PEANUT 1 At5g22130	Mannosyltransferase family protein	Cytoplasm
Q9LHT0	At5g06060 K16F4.2	Tropinone reductase homolog At5g06060 (EC 1.1.1.-)	Cytoplasm
Q0WUH0	At3g52940	Sterol C-14 reductase	Cytoplasm
Q0WM36	At5g43940	Alcohol dehydrogenase class III (EC 1.1.1.1) (Fragment)	Cytoplasm
A0A1P8B8I9	APS3 At4g14680 Dl3380c FCAALL.128	Pseudouridine synthase/archaeosine transglycosylase-like family protein	Cytoplasm
B3H556	At3g06310 F24P17.23 F24P17_23	Cox19-like CHCH family protein	Cytoplasm
C1PID4	At1g23800	Mitochondrial aldehyde dehydrogenase (Fragment)	Cytoplasm
Q56WY7	At4g34200	Phosphoglycerate dehydrogenase-like protein	Cytoplasm
Q0WMP4	At2g01450	Mitogen-activated protein kinase (EC 2.7.11.24)	Cytoplasm
A0A1P8AQF0	CSN5B AJH2 COP9-signalosome 5B CSN5 At1g71230 F3I17.12 F3I17_12	COP9-signalosome 5B	Cytoplasm
C0Z2F2	At2g21330	Fructose-bisphosphate aldolase (EC 4.1.2.13)	Cytoplasm
C0Z311	At4g02580	AT4G02580 protein	Cytoplasm
Q2V3P9	ATPQ ''ATP synthase D chain ATP synthase D chain mitochondrial mitochondrial'' At3g52300	ATP synthase D chain	Cytoplasm
A0A1P8B1E5	At2g45300 F4L23.19	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	Cytoplasm
F4IVY1	At2g39630 F12L6.29 F12L6_29	Nucleotide-diphospho-sugar transferases superfamily protein	Cytoplasm
F4JW33	SK2 ATSK2 shikimate kinase 2 At4g39540 F23K16.170 F23K16_170	Shikimate kinase 2	Cytoplasm
A0A1P8BF27	CYP71A14 ''cytochrome P450 cytochrome P450 family 71 polypeptide 14 polypeptide 14'' subfamily A At5g24960 F6A4.170 F6A4_170	Cytochrome P450, family 71, subfamily A, polypeptide 14	Cytoplasm
Q56X00	At2g29990	Putative NADH dehydrogenase	Cytoplasm
A0A1P8AMS1	At1g21400 F24J8.4 F24J8_4	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein	Cytoplasm
Q39103	GA3OX1 GA4 At1g15550 T16N11.6	Gibberellin 3-beta-dioxygenase 1 (EC 1.14.11.15) (GA 3-oxidase 1) (AtGA3ox1) (Gibberellin 3 beta-hydroxylase 1)	Cytoplasm
Q9SSM2	At1g73050 F3N23.25	(R)-mandelonitrile lyase-like (EC 4.1.2.10) (Hydroxynitrile lyase-like) ((R)-oxynitrilase-like)	Cytoplasm
Q147P9	At5g10050 T31P16.40 T31P16_40	At5g10050 (NAD(P)-binding Rossmann-fold superfamily protein)	Cytoplasm
F4HSX1	APT1 ATAPT1 At1g27450 F17L21.24 F17L21_24	Adenine phosphoribosyl transferase 1	Cytoplasm
C0Z3J2	At2g14260	AT2G14260 protein	Cytoplasm
A0A1P8B6W3	MGD1 EMB2797 EMBRYO DEFECTIVE 2797 MGDA UDP-glycosyl transferase 81A1 UGT81A1 At4g31780 F11C18.2	Monogalactosyl diacylglycerol synthase 1	Cytoplasm
Q9LXX7	T5P19_280 ''cytochrome P450 CYP94D2 cytochrome P450 family 94 polypeptide 2 polypeptide 2'' subfamily D At3g56630	Cytochrome P450, family 94, subfamily D, polypeptide 2 (Cytochrome P450-like protein)	Cytoplasm
Q9M057	F1I16_60 At3g55650	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
Q56WN8	At1g61800	Similar to glucose-6-phosphate/phosphate-translocator (Fragment)	Cytoplasm
A0A1P8BER6	BGLU31 beta glucosidase 31 At5g24540 K18P6.7 K18P6_7	Beta glucosidase 31	Cytoplasm
Q9T009	LACS5 At4g11030 F8M12.15 T22B4.10	Long chain acyl-CoA synthetase 5 (EC 6.2.1.3)	Cytoplasm
Q0WSR1	At1g44820	Aminoacylase like protein (Fragment)	Cytoplasm
Q56W11	At1g48030	Lipoamide dehydrogenase (Fragment)	Cytoplasm
Q56WB3	At3g51840	Short-chain acyl CoA oxidase	Cytoplasm
W8PUX5	AT2G40190	Glycosyltransferase (Fragment)	Cytoplasm
A0A1P8B2D5	BGLU15 beta glucosidase 15 At2g44450 F4I1.26	Beta glucosidase 15	Cytoplasm
Q9LUW0	LOX5 At3g22400 MCB17.13	Linoleate 9S-lipoxygenase 5 (EC 1.13.11.58) (Lipoxygenase 5) (AtLOX5)	Cytoplasm
Q9FE37	F4F7.41 At1g24909 At1g25083 At1g25155 F5A9.13 F5A9.3 F5A9.7	Anthranilate synthase beta subunit (F5A9.13) (F5A9.3) (F5A9.7) (Glutamine amidotransferase type 1 family protein)	Cytoplasm
C0SUV0	At1g12840	V-type proton ATPase subunit C (Fragment)	Cytoplasm
A0A2H1ZE80	SQP2 MLE8.6 MLE8_6 squalene monooxygenase 2 At5g24140	Squalene monooxygenase 2	Cytoplasm
W8PUE7	AT5G17050	Glycosyltransferase (EC 2.4.1.-) (Fragment)	Cytoplasm
A0A1P8AVR0	FMO flavin monooxygenase At1g12200 T28K15.7 T28K15_7	Flavin-containing monooxygenase (EC 1.-.-.-)	Cytoplasm
A0A1P8AXQ5	ACL ACETONE-CYANOHYDRIN LYASE acetone-cyanohydrin lyase ARABIDOPSIS METHYL ESTERASE 8 ATME8 ATMES2 ME8 MES2 METHYL ESTERASE 2 METHYL ESTERASE 8 At2g23600 F26B6.25 F26B6_25	Acetone-cyanohydrin lyase	Cytoplasm
Q9LNE3	At1g06030 T21E18.8	Probable fructokinase-2 (EC 2.7.1.4)	Cytoplasm
Q9M039	PDC3 At5g01330 T10O8.40	Pyruvate decarboxylase 3 (AtPDC3) (EC 4.1.1.1)	Cytoplasm
Q0WS13	At4g27070	Tryptophan synthase (EC 4.2.1.20)	Cytoplasm
Q53YK5	At2g24580	Peroxisomal sarcosine/pipecolate oxidase (EC 1.5.3.1) (EC 1.5.3.7) (Putative sarcosine oxidase)	Cytoplasm
W8PUG4	AT5G05870	Glycosyltransferase (Fragment)	Cytoplasm
B3H4N3	At4g32530 L23H3.10 L23H3_10	ATPase, F0/V0 complex, subunit C protein	Cytoplasm
A0A1P8B2H2	At2g25610 F3N11.6 F3N11_6	ATPase, F0/V0 complex, subunit C protein	Cytoplasm
F4JFV6	GOX2 glycolate oxidase 2 At3g14415	Aldolase-type TIM barrel family protein	Cytoplasm
A0A1P8B0W9	At2g33220 F25I18.4 F25I18_4	GRIM-19 protein	Cytoplasm
A0A1P8AQL1	At1g50000 F2J10.21 F2J10_21	Methyltransferase	Cytoplasm
Q0WLP1	At1g31910	Uncharacterized protein At1g31910 (Fragment)	Cytoplasm
A0A1I9LR69	At3g47000	Glycosyl hydrolase family protein	Cytoplasm
A0A1P8AZC9	PIP5K3 At2g26420 T9J22.9 T9J22_9	Phosphatidylinositol 4-phosphate 5-kinase (EC 2.7.1.68)	Cytoplasm
A8MSF1	NFS1 ATNFS1 ATNIFS1 CYSTEINE DESULFURASE MPA24.7 MPA24_7 NIFS1 NITROGEN FIXATION S HOMOLOG 1 At5g65720	AT5G65720 protein (Nitrogen fixation S (NIFS)-like 1)	Cytoplasm
A0A1I9LND0	At3g01850 F28J7.18 F28J7_18	Aldolase-type TIM barrel family protein	Cytoplasm
