ENTRY	GENE NAME	NAME	LOCATION
O34744	sumT ylnD BSU15610	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	Cytoplasm
Q05865	folC BSU28080	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	Cytoplasm
O34598	guaD gde BSU13170	Guanine deaminase (GDEase) (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	Cytoplasm
P08164	nadE outB BSU03130	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	Cytoplasm
P71079	fabL yfhR ygaA BSU08650	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL (ENR) (EC 1.3.1.104) (Enoyl-acyl carrier protein reductase III) (NADPH-dependent enoyl-ACP reductase)	Cytoplasm
P23966	menB BSU30800	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	Cytoplasm
P12011	gntK BSU40060	Gluconokinase (EC 2.7.1.12) (Gluconate kinase)	Cytoplasm
P54547	zwf yqjJ BSU23850	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) (Vegetative protein 11) (VEG11)	Cytoplasm
P39634	rocA BSU37780 ipa-76d	1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	Cytoplasm
P37942	bfmBB bfmB bfmB2 BSU24030	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	Cytoplasm
P50620	nrdE nrdA BSU17380	Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	Cytoplasm
P23971	menE BSU30790	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	Cytoplasm
P25972	pyrE pyrX BSU15560	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	Cytoplasm
P20692	tyrA BSU22610	Prephenate dehydrogenase (PDH) (EC 1.3.1.12)	Cytoplasm
P12045	purK BSU06430	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	Cytoplasm
O05514	thiL ydiA ydxA BSU05900	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	Cytoplasm
Q06755	ispD yacM BSU00900	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Cytoplasm
P12039	purD BSU06530	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	Cytoplasm
P04990	thrC BSU32250	Threonine synthase (TS) (EC 4.2.3.1)	Cytoplasm
P45744	dhbC BSU31990	Isochorismate synthase DhbC (EC 5.4.4.2) (Isochorismate mutase)	Cytoplasm
P18185	carB cpaB BSU11240	Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	Cytoplasm
P13243	fbaA fba fba1 tsr BSU37120	Probable fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	Cytoplasm
P09339	citB BSU18000	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (Iron-responsive protein-like) (IRP-like) (Probable 2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (RNA-binding protein)	Cytoplasm
O35033	coaBC yloI BSU15700	Probable coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) [Includes: Phosphopantothenoylcysteine decarboxylase (PPCDC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (PPC synthetase) (PPCS) (Phosphopantothenoylcysteine synthase)]	Cytoplasm
O31665	mtnE mtnV ykrV BSU13580	Transaminase MtnE (EC 2.6.1.-)	Cytoplasm
P42412	iolA mmsA yxdA BSU39760 E83A	Malonate-semialdehyde dehydrogenase (MSA dehydrogenase) (EC 1.2.1.-) (Methylmalonate-semialdehyde dehydrogenase) (MMSA dehydrogenase) (MMSDH) (MSDH) (EC 1.2.1.27)	Cytoplasm
O32145	pucC yurD BSU32490	Probable xanthine dehydrogenase subunit C (XDHase subunit C) (EC 1.17.1.4)	Cytoplasm
O34426	speH speD ytcF BSU29010	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	Cytoplasm
P16616	hemC BSU28150	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	Cytoplasm
P39062	acsA BSU29680	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	Cytoplasm
P39812	gltA BSU18450	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (NADPH-GOGAT)	Cytoplasm
P54382	folD yqiA BSU24310	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	Cytoplasm
P37528	pdxT yaaE BSU00120	Pyridoxal 5'-phosphate synthase subunit PdxT (EC 4.3.3.6) (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	Cytoplasm
P28821	pabC BSU00760	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	Cytoplasm
O34813	sirC ylnF BSU15630	Precorrin-2 dehydrogenase (EC 1.3.1.76)	Cytoplasm
Q9KWU4	pyc pycA ylaP BSU14860	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PYC)	Cytoplasm
P49814	mdh citH BSU29120	Malate dehydrogenase (EC 1.1.1.37) (Vegetative protein 69) (VEG69)	Cytoplasm
P03964	trpC BSU22660	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	Cytoplasm
P19465	folE mtrA BSU22780	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	Cytoplasm
O31620	thiD yjbV BSU11710	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	Cytoplasm
P37530	dgk yaaG BSU00150	Deoxyguanosine kinase (DGUO kinase) (dGK) (EC 2.7.1.113)	Cytoplasm
P39594	thiE thiC ywbK BSU38290 ipa-26d	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	Cytoplasm
O30509	gatB yerN BSU06690	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	Cytoplasm
P31104	aroC aroF BSU22710	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Cytoplasm
P23973	menF icsM BSU30830	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	Cytoplasm
P25994	pyrAB BSU15520	Carbamoyl-phosphate synthase pyrimidine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	Cytoplasm
O05393	mccA yrhA BSU27260	O-acetylserine dependent cystathionine beta-synthase (EC 2.5.1.134)	Cytoplasm
P46911	qcrA bfcA BSU22560	Menaquinol-cytochrome c reductase iron-sulfur subunit (Rieske iron-sulfur protein)	Cytoplasm
O06492	gatC yedA yerL BSU06670	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	Cytoplasm
P07819	sacA BSU38040 ipa-50d	Sucrose-6-phosphate hydrolase (Sucrase) (EC 3.2.1.26) (Invertase)	Cytoplasm
P39666	nadC yrxB BSU27860	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (General stress protein 70) (GSP70) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	Cytoplasm
O32144	pucD yurC BSU32480	Probable xanthine dehydrogenase subunit D (XDHase subunit D) (EC 1.17.1.4)	Cytoplasm
P39773	gpmI pgm BSU33910	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12) (Vegetative protein 107) (VEG107)	Cytoplasm
P32393	comEB comE2 BSU25580	ComE operon protein 2 (EC 3.5.-.-)	Cytoplasm
P54420	asnB asn BSU30540	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4)	Cytoplasm
O32164	sufS csd yurW BSU32690	Cysteine desulfurase SufS (EC 2.8.1.7)	Cytoplasm
P42416	iolE yxdE BSU39720 E83E	Inosose dehydratase (EC 4.2.1.44) (2-keto-myo-inositol dehydratase) (2KMI dehydratase)	Cytoplasm
O31475	ycgT BSU03270	Ferredoxin--NADP reductase 1 (FNR 1) (Fd-NADP(+) reductase 1) (EC 1.18.1.2)	Cytoplasm
O31753	dxr yluB BSU16550	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	Cytoplasm
O34450	nagA BSU35010	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	Cytoplasm
P49786	accB fabE yqhW BSU24350	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	Cytoplasm
Q04789	alsS BSU36010	Acetolactate synthase (EC 2.2.1.6) (ALS) (Acetohydroxy-acid synthase)	Cytoplasm
O31404	acoA yfjK BSU08060	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha (Acetoin:DCPIP oxidoreductase-alpha) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit alpha)	Cytoplasm
P45740	thiC thiA BSU08790	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	Cytoplasm
O34660	dhaS BSU19310	Putative aldehyde dehydrogenase DhaS (EC 1.2.1.3)	Cytoplasm
P21883	pdhC aceC BSU14600	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	Cytoplasm
P42435	nasD nasBC nirB BSU03300	Nitrite reductase [NAD(P)H] (EC 1.7.1.4)	Cytoplasm
O34916	ykuR dapL BSU14190	N-acetyldiaminopimelate deacetylase (EC 3.5.1.47)	Cytoplasm
P54575	ribC BSU16670	Riboflavin biosynthesis protein RibC [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	Cytoplasm
O05394	mccB yrhB BSU27250	Cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase) (Homocysteine gamma-lyase) (EC 4.4.1.2)	Cytoplasm
P80865	sucD BSU16100	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	Cytoplasm
O31667	mtnX ykrX BSU13600	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (HK-MTPenyl-1-P phosphatase) (EC 3.1.3.87)	Cytoplasm
P39579	dltC BSU38520 ipa-3r	D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13) (D-alanyl carrier protein) (DCP)	Cytoplasm
O31465	glsA1 glsA ybgJ BSU02430	Glutaminase 1 (EC 3.5.1.2)	Cytoplasm
P54473	ispH yqfP BSU25160	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	Cytoplasm
P18159	pgcA gtaC gtaE yhxB BSU09310	Phosphoglucomutase (PGM) (EC 5.4.2.2) (Alpha-phosphoglucomutase) (Glucose phosphomutase)	Cytoplasm
Q06004	gutB BSU06150	Sorbitol dehydrogenase (EC 1.1.1.14) (Glucitol dehydrogenase) (L-iditol 2-dehydrogenase)	Cytoplasm
P96738	capA pgsA ywtB BSU35880	PGA biosynthesis protein CapA	Cytoplasm
Q45597	fbp yydE BSU40190	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	Cytoplasm
P28819	pabA trpG BSU00750	Aminodeoxychorismate/anthranilate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (EC 4.1.3.27) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	Cytoplasm
O34990	purU ykkE BSU13110	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	Cytoplasm
P54523	dxs yqiE BSU24270	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	Cytoplasm
P17731	hisC hisH BSU22620	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	Cytoplasm
P37251	ilvB BSU28310	Acetolactate synthase large subunit (AHAS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (ALS) (Vegetative protein 105) (VEG105)	Cytoplasm
O31619	thiF yjbU BSU11700	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	Cytoplasm
P25971	pyrF BSU15550	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Cytoplasm
P54482	ispG yqfY BSU25070	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	Cytoplasm
P12047	purB purE BSU06440	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase) (Glutamyl--tRNA ligase regulatory factor)	Cytoplasm
P12048	purH purHJ BSU06520	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Cytoplasm
P80861	yjlD BSU12290	NADH dehydrogenase-like protein YjlD (EC 1.6.99.-) (Glucose starvation-inducible protein 5) (GSI5)	Cytoplasm
O34577	cysC ylnC BSU15600	Probable adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	Cytoplasm
P45868	maeA BSU37050	Probable NAD-dependent malic enzyme 2 (NAD-ME 2) (EC 1.1.1.38)	Cytoplasm
P46329	aldX yxaS yxbE BSU39860 VE7FR	Probable aldehyde dehydrogenase AldX (EC 1.2.1.3)	Cytoplasm
P94463	fmt yloL BSU15730	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Cytoplasm
P39761	adeC ade yzaD BSU14520	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	Cytoplasm
P21248	hemD BSU28140	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	Cytoplasm
O34399	gltB BSU18440	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (NADPH-GOGAT)	Cytoplasm
P46320	licH celD celF BSU38560	Probable 6-phospho-beta-glucosidase (EC 3.2.1.86)	Cytoplasm
P94565	leuA BSU28280	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	Cytoplasm
O32213	cysI yvgQ BSU33430	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	Cytoplasm
P39126	icd citC BSU29130	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	Cytoplasm
