ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
P80865	2	sucD BSU16100	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_01988}.
O34510	1	yfmF BSU07490	Fe(3+)-citrate import ATP-binding protein YfmF (Ferric-citrate import ATP-binding protein) (EC 3.6.3.-)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
O34847	2	accA BSU29200	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2)	SUBUNIT: Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD). {ECO:0000255|HAMAP-Rule:MF_00823}.
P17921	2	pheS BSU28640	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
O34520	2	hisG BSU34920	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	SUBUNIT: Heteromultimer composed of HisG and HisZ subunits. {ECO:0000250}.
P42954	2	tagH BSU35700	Teichoic acids export ATP-binding protein TagH (EC 3.6.3.40) (Teichoic acid-transporting ATPase)	SUBUNIT: The complex is composed of two ATP-binding proteins (TagH) and two transmembrane proteins (TagG). {ECO:0000255|HAMAP-Rule:MF_01715}.
P12946	1	ctaA BSU14870	Heme A synthase (HAS) (EC 1.3.-.-) (Cytochrome aa3-controlling protein)	SUBUNIT: Interacts with CtaB. {ECO:0000269|PubMed:15491161}.
P24009	1	ctaB2 BSU14880	Protoheme IX farnesyltransferase 2 (EC 2.5.1.-) (Heme B farnesyltransferase 2) (Heme O synthase 2)	SUBUNIT: Interacts with CtaA. {ECO:0000269|PubMed:15491161}.
O34591	2	acoB yfjJ BSU08070	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta (Acetoin:DCPIP oxidoreductase-beta) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit beta)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
P36838	1	carA cpaA BSU11230	Carbamoyl-phosphate synthase arginine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.
P75030	1	ureA BSU36660	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_00739}.
P54380	2	glyQ yqfJ BSU25270	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits.
P54381	2	glyS yqfK BSU25260	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits.
O32188	1	yusV BSU32940	Probable siderophore transport system ATP-binding protein YusV	SUBUNIT: The iron-hydroxamate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (YfiZ and YfhA) and a solute-binding protein (YfiY); the catechoplate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (FeuB and FeuC) and a solute-binding protein (FeuA). {ECO:0000305}.
P18185	1	carB cpaB BSU11240	Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.
O34852	1	tcyK ytmK BSU29370	L-cystine-binding protein TcyK	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
P16263	24	odhB citM BSU19360	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
O34426	2	speH speD ytcF BSU29010	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	SUBUNIT: Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers. {ECO:0000255|HAMAP-Rule:MF_00464}.
P28820	1	pabB pab BSU00740	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB). {ECO:0000269|PubMed:19275258}.
O32213	8	cysI yvgQ BSU33430	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein (By similarity). {ECO:0000250}.
O34966	1	znuA adcA ycdH BSU02850	High-affinity zinc uptake system binding-protein ZnuA	SUBUNIT: The complex is composed of two ATP-binding proteins (ZnuC), two transmembrane proteins (ZnuB) and a solute-binding protein (ZnuA). {ECO:0000305}.
P17922	2	pheT BSU28630	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
O32214	8	cysJ yvgR BSU33440	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein (By similarity). {ECO:0000250}.
P42953	2	tagG BSU35710	Teichoic acid translocation permease protein TagG	SUBUNIT: The complex is composed of two ATP-binding proteins (TagH) and two transmembrane proteins (TagG). {ECO:0000305}.
P25814	1	rnpA BSU41050	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	SUBUNIT: Consists of a catalytic RNA component (M1 or rnpB) and a protein subunit. Might be a component of the prossible RNA degradosome complex composed of rny, rnjA, rnjB, pnp, pfkA and eno, and possibly also rnpA. Interacts with RNA helicase CshA. {ECO:0000255|HAMAP-Rule:MF_00227, ECO:0000269|PubMed:21764917}.
P54419	4	metK metE BSU30550	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_00086}.
P52999	4	panD BSU22410	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	SUBUNIT: Heterooctamer of four alpha and four beta subunits. {ECO:0000255|HAMAP-Rule:MF_00446}.
P52996	10	panB BSU22430	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000255|HAMAP-Rule:MF_00156}.
O34900	2	tcyN ytmN BSU29340	L-cystine import ATP-binding protein TcyN (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
P80886	2	sucC BSU16090	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00558}.
O34348	1	yfmC BSU07520	Fe(3+)-citrate-binding protein YfmC (Ferric-citrate-binding protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
Q9K2S2	1	mrpA ntrA shaA yufT BSU31600	Na(+)/H(+) antiporter subunit A (Mrp complex subunit A) (Multiple resistance and pH homeostasis protein A)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
P07601	2	trpA BSU22630	Tryptophan synthase alpha chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000255|HAMAP-Rule:MF_00131}.
P07600	2	trpB BSU22640	Tryptophan synthase beta chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000250}.
O34738	1	ykoE BSU13230	Putative HMP/thiamine permease protein YkoE	SUBUNIT: The complex is composed of two ATP-binding proteins (YkoD), two transmembrane proteins (YkoC and YkoE) and a solute-binding protein (YkoF). {ECO:0000305}.
O34832	1	yfmE BSU07500	Fe(3+)-citrate import system permease protein YfmE (Ferric-citrate import system permease protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
O34931	1	tcyM ytmM BSU29350	L-cystine transport system permease protein TcyM	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
O34933	1	yfmD BSU07510	Fe(3+)-citrate import system permease protein YfmD (Ferric-citrate import system permease protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
P50621	2	nrdF BSU17390	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
P50620	2	nrdE nrdA BSU17380	Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
O05228	1	mrpF yufC BSU31650	Na(+)/H(+) antiporter subunit F (Mrp complex subunit F) (Multiple resistance and pH homeostasis protein F) (Sodium-cholate efflux protein MrpF)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
O05229	1	mrpD yufD BSU31630	Na(+)/H(+) antiporter subunit D (Mrp complex subunit D) (Multiple resistance and pH homeostasis protein D)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
O05227	1	mrpG yufB BSU31660	Na(+)/H(+) antiporter subunit G (Mrp complex subunit G) (Multiple resistance and pH homeostasis protein G)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
P42436	1	nasE nasBD nirD BSU03290	Assimilatory nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	SUBUNIT: Associates with NasD. {ECO:0000250}.
O34406	1	tcyJ ytmJ BSU29380	L-cystine-binding protein TcyJ	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
P40409	1	feuA BSU01630	Iron-uptake system-binding protein	SUBUNIT: The complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (FeuB and FeuC) and a solute-binding protein (FeuA). {ECO:0000305}.
P39595	1	efeU ywbL BSU38280 ipa-27d	Ferrous iron permease EfeU (Fe(2+) ion permease EfeU) (Ferrous iron uptake protein)	SUBUNIT: Part of a ferrous iron transporter composed of EfeU, EfeM and EfeN. {ECO:0000250}.
P39596	1	efeM ywbM BSU38270 ipa-28d	Probable iron uptake system component EfeM	SUBUNIT: Part of a ferrous iron transporter composed of EfeU, EfeM and EfeN. {ECO:0000250}.
P39597	1	efeN ywbN BSU38260 ipa-29d	Probable deferrochelatase/peroxidase EfeN (EC 1.11.1.-)	SUBUNIT: Part of a ferrous iron transporter composed of EfeU, EfeM and EfeN. {ECO:0000250}.
P50726	2	fmnP ribU ypaA BSU23050	Riboflavin transporter FmnP (FMN permease) (Riboflavin ECF transporter S component FmnP)	SUBUNIT: Forms a stable energy-coupling factor (ECF) transporter complex composed of a membrane-embedded substrate-binding protein (S component), 2 ATP-binding proteins (A component) and 2 transmembrane proteins (T component). May be able to interact with more than 1 S component at a time (By similarity). {ECO:0000250}.
P39456	2	tcyC yckI BSU03590	L-cystine import ATP-binding protein TcyC (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyC), two transmembrane proteins (TcyB) and a solute-binding protein (TcyA). {ECO:0000305}.
P39666	6	nadC yrxB BSU27860	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (General stress protein 70) (GSP70) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	SUBUNIT: Hexamer formed by 3 homodimers. {ECO:0000250}.
