ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
P50621	1.0	nrdF BSU17390	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
P37537	1.0	tmk yaaP BSU00280	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	[MISSING]
Q797S1	1.0	ybbF BSU01680	Putative PTS system EIIBC component YbbF [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	[MISSING]
C0SP93	1.0	accD yttI BSU29210	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2)	SUBUNIT: Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD). {ECO:0000255|HAMAP-Rule:MF_01395}.
P37940	1.0	bfmBAA bfmB1a BSU24050	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)	SUBUNIT: Heterotetramer of two alpha and two beta chains. Directly associated with ODBB in the E1 complex.
O34436	1.0	pit ykaB BSU12840	Probable low-affinity inorganic phosphate transporter	[MISSING]
P28822	1.0	sul BSU00770	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	[MISSING]
O34514	1.0	menC ytfD BSU30780	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	[MISSING]
O32147	1.0	pucA yurF BSU32510	Probable xanthine dehydrogenase subunit A (XDHase subunit A) (EC 1.17.1.4)	SUBUNIT: Could be composed of four subunits: PucA, PucC, PucD and PucE.
P94498	1.0	cysH BSU15570	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	[MISSING]
P23715	1.0	argC BSU11190	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	[MISSING]
P46318	1.0	licB celA BSU38590	Lichenan-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (EIIB-Lic) (PTS system lichenan-specific EIIB component)	[MISSING]
P24469	1.0	cccA BSU25190	Cytochrome c-550 (Cytochrome c A)	[MISSING]
P54418	1.0	pckA ppc BSU30560	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	[MISSING]
P19582	1.0	hom tdm BSU32260	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	[MISSING]
P12044	1.0	purE BSU06420	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	[MISSING]
O34338	1.0	mntB ytgB BSU30760	Manganese transport system ATP-binding protein MntB	[MISSING]
O34389	1.0	malS BSU29880	Probable NAD-dependent malic enzyme 3 (NAD-ME 3) (EC 1.1.1.38)	[MISSING]
P40409	1.0	feuA BSU01630	Iron-uptake system-binding protein	SUBUNIT: The complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (FeuB and FeuC) and a solute-binding protein (FeuA). {ECO:0000305}.
P34958	1.0	qoxC BSU38150 ipa-39d	Quinol oxidase subunit 3 (EC 1.10.3.-) (Oxidase aa(3)-600 subunit 3) (Quinol oxidase aa3-600, subunit QoxC) (Quinol oxidase polypeptide III)	[MISSING]
P45745	1.0	dhbF BSU31960	Dimodular nonribosomal peptide synthase	[MISSING]
O34858	1.0	argH BSU29440	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	[MISSING]
P42954	1.0	tagH BSU35700	Teichoic acids export ATP-binding protein TagH (EC 3.6.3.40) (Teichoic acid-transporting ATPase)	SUBUNIT: The complex is composed of two ATP-binding proteins (TagH) and two transmembrane proteins (TagG). {ECO:0000255|HAMAP-Rule:MF_01715}.
O34315	1.0	tcyL ytmL BSU29360	L-cystine transport system permease protein TcyL	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
P39156	1.0	ywlF BSU36920 ipc-32d	Putative sugar phosphate isomerase YwlF (EC 5.3.1.-)	[MISSING]
P37814	1.0	atpF BSU36850	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_01398, ECO:0000269|PubMed:19717609, ECO:0000305}.
O32188	1.0	yusV BSU32940	Probable siderophore transport system ATP-binding protein YusV	SUBUNIT: The iron-hydroxamate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (YfiZ and YfhA) and a solute-binding protein (YfiY); the catechoplate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (FeuB and FeuC) and a solute-binding protein (FeuA). {ECO:0000305}.
P54378	1.0	gcvT yqhI BSU24570	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	SUBUNIT: The glycine cleavage system is composed of four proteins: P, T, L and H. {ECO:0000255|HAMAP-Rule:MF_00259}.
P96710	1.0	araE yvbR BSU33960	Arabinose-proton symporter (Arabinose transporter)	[MISSING]
O34664	1.0	thiN yloS BSU15800	Thiamine pyrophosphokinase (TPK) (EC 2.7.6.2) (Thiamine diphosphokinase)	[MISSING]
P94556	1.0	racE glr murI BSU28390	Glutamate racemase 1 (EC 5.1.1.3)	[MISSING]
P94367	1.0	cydD yxkN BSU38730	ATP-binding/permease protein CydD	[MISSING]
P42420	1.0	iolJ fbaB yxdI BSU39670 B65C	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase (DKGP aldolase) (EC 4.1.2.29)	[MISSING]
P20166	1.0	ptsG crr ptsX BSU13890	PTS system glucose-specific EIICBA component (EC 2.7.1.199) (EII-Glc/EIII-Glc) (EIICBA-Glc) (EIICBA-Glc 1) [Includes: Glucose permease IIC component (PTS system glucose-specific EIIC component); Glucose-specific phosphotransferase enzyme IIB component (PTS system glucose-specific EIIB component); Glucose-specific phosphotransferase enzyme IIA component (PTS system glucose-specific EIIA component)]	[MISSING]
O34932	1.0	coaE ytaG BSU29060	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	[MISSING]
O34651	1.0	hisD BSU34910	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	[MISSING]
P42433	1.0	nasB nasBA BSU03320	Assimilatory nitrate reductase electron transfer subunit	[MISSING]
P50618	1.0	nrdI ymaA BSU17370	Protein NrdI	[MISSING]
P46340	1.0	yqgI yzmD BSU24970	Probable ABC transporter permease protein YqgI	[MISSING]
O31714	1.0	fruK fruB BSU14390	1-phosphofructokinase (EC 2.7.1.56) (Fructose 1-phosphate kinase)	[MISSING]
Q07429	1.0	nrgA amtB BSU36510	Ammonium transporter (Membrane protein NrgA) (Protein AmtB)	SUBUNIT: Interacts with NrgB for a correct localization of the latter. GlnK-AmtB complex interacts with TnrA. {ECO:0000269|PubMed:17001076, ECO:0000269|PubMed:21435182, ECO:0000305|PubMed:14600241}.
P37464	1.0	serS BSU00130	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SUBUNIT: Homodimer. The tRNA molecule binds across the dimer. {ECO:0000255|HAMAP-Rule:MF_00176}.
P80877	1.0	metE metC BSU13180	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme) (Superoxide-inducible protein 9) (SOI9)	[MISSING]
P39596	1.0	efeM ywbM BSU38270 ipa-28d	Probable iron uptake system component EfeM	SUBUNIT: Part of a ferrous iron transporter composed of EfeU, EfeM and EfeN. {ECO:0000250}.
P39577	1.0	dltE BSU38540 ipa-1r	Uncharacterized oxidoreductase DltE (EC 1.-.-.-)	[MISSING]
P54380	1.0	glyQ yqfJ BSU25270	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits.
P13484	1.0	tagE gtaA rodD BSU35730	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52) (Major teichoic acid biosynthesis protein E)	[MISSING]
O07620	1.0	bioY yhfU BSU10370	Probable biotin transporter BioY	[MISSING]
P12946	1.0	ctaA BSU14870	Heme A synthase (HAS) (EC 1.3.-.-) (Cytochrome aa3-controlling protein)	SUBUNIT: Interacts with CtaB. {ECO:0000269|PubMed:15491161}.
P37252	1.0	ilvH ilvN BSU28300	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	SUBUNIT: Dimer of large and small chains. {ECO:0000250}.
P08066	1.0	sdhB BSU28430	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	SUBUNIT: In B.subtilis succinate dehydrogenase forms part of an enzyme complex containing three subunits: a flavoprotein, an iron-sulfur protein and cytochrome b-558.
P20167	1.0	trpF BSU22650	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	[MISSING]
P52999	1.0	panD BSU22410	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	SUBUNIT: Heterooctamer of four alpha and four beta subunits. {ECO:0000255|HAMAP-Rule:MF_00446}.
P11998	1.0	ribH BSU23250	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78) (Heavy riboflavin synthase beta subunit) (HRS beta subunit)	SUBUNIT: Forms an icosahedral capsid composed of 60 subunits, arranged as a dodecamer of pentamers. Can interact with riboflavin synthase, forming a lumazine synthase/riboflavin synthase complex, also designated as 'heavy riboflavin synthase complex', which consists of a trimer of riboflavin synthase enclosed within the icosahedral structure composed of 60 subunits of 6,7-dimethyl-8-ribityllumazine synthase. {ECO:0000269|PubMed:3083108, ECO:0000269|PubMed:3145341, ECO:0000269|PubMed:7473709, ECO:0000269|Ref.11}.
P53554	1.0	bioI CYP107H BSU30190	Biotin biosynthesis cytochrome P450 (EC 1.14.14.46)	[MISSING]
P24011	1.0	ctaC BSU14890	Cytochrome c oxidase subunit 2 (EC 1.9.3.1) (Caa-3605 subunit 2) (Cytochrome aa3 subunit 2) (Cytochrome c oxidase polypeptide II) (Oxidase aa(3) subunit 2)	[MISSING]
P42308	1.0	citN citH yxiQ BSU39060 N15CR	Citrate transporter	[MISSING]
O06491	1.0	gatA yedB yerM BSU06680	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	SUBUNIT: Heterotrimer of A, B and C subunits.
O31502	1.0	dagK dgkB yerQ BSU06720	Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107)	[MISSING]
P39821	1.0	proA BSU13130	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	[MISSING]
O06745	1.0	yitJ BSU11010	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase [Includes: Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase); 5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)]	[MISSING]
P36948	1.0	rbsC BSU35950	Ribose import permease protein RbsC	SUBUNIT: The complex is composed of an ATP-binding protein (RbsA), two transmembrane proteins (RbsC) and a solute-binding protein (RbsB). {ECO:0000250|UniProtKB:P0AGI1}.
P25983	1.0	pyrK pyrDB pyrDII pyrZ ylxD BSU15530	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:10545205}.
P39817	1.0	gltP BSU02340	Proton/glutamate-aspartate symporter (Proton/glutamate symport protein)	[MISSING]
O32028	1.0	mtnN mtn pfs BSU27270	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	[MISSING]
P38493	1.0	cmk jofC ypfC BSU22890	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	[MISSING]
P39582	1.0	menA ywaB BSU38490 ipa-6d	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	[MISSING]
P12043	1.0	purM ath BSU06500	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	[MISSING]
P94525	1.0	araD BSU28780	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase)	[MISSING]
O34946	1.0	znuC adcC ycdI BSU02860	High-affinity zinc uptake system ATP-binding protein ZnuC (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (ZnuC), two transmembrane proteins (ZnuB) and a solute-binding protein (ZnuA). {ECO:0000305}.
P29252	1.0	folK BSU00790	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	[MISSING]
P96603	1.0	dctA dctP ydbH BSU04470	C4-dicarboxylate transport protein (C4-dicarboxylate permease)	[MISSING]
P39121	1.0	deoC dra BSU39420	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	[MISSING]
P96613	1.0	murF ydbQ BSU04570	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	[MISSING]
P54572	1.0	yqkJ BSU23550	Probable NAD-dependent malic enzyme 1 (NAD-ME 1) (EC 1.1.1.38)	[MISSING]
O05269	1.0	guaC yumD BSU32130	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	[MISSING]
P38032	1.0	nadB BSU27870	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	[MISSING]
P42176	1.0	narH BSU37270	Nitrate reductase beta chain (EC 1.7.99.4)	[MISSING]
P05306	1.0	sacP BSU38050 ipa-49d	PTS system sucrose-specific EIIBC component (EIIBC-Scr) (EII-Scr) [Includes: Sucrose-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system sucrose-specific EIIB component); Sucrose permease IIC component (PTS system sucrose-specific EIIC component)]	[MISSING]
O05260	1.0	mrpC yufV BSU31620	Na(+)/H(+) antiporter subunit C (Mrp complex subunit C) (Multiple resistance and pH homeostasis protein C)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
P18156	1.0	glpF BSU09280	Glycerol uptake facilitator protein	[MISSING]
P54537	1.0	artM yqiZ BSU23960	Arginine transport ATP-binding protein ArtM	[MISSING]
O32141	1.0	pucL yunL BSU32450	Uric acid degradation bifunctional protein PucL [Includes: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97); Uricase (EC 1.7.3.3) (Urate oxidase)]	[MISSING]
O31550	1.0	acoC yfjI BSU08080	Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system (EC 2.3.1.12) (Acetoin dehydrogenase E2 component) (Dihydrolipoamide acetyltransferase component of acetoin cleaving system)	[MISSING]
P28823	1.0	folB folA yacE BSU00780	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)	[MISSING]
P39795	1.0	treA treC BSU07810	Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase) (Phospho-alpha-(1-1)-glucosidase)	[MISSING]
Q796V8	1.0	hemZ yhaV yhaW BSU09840	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ (EC 1.3.99.-)	[MISSING]
P51785	1.0	ilvD BSU21870	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9) (Vegetative protein 110) (VEG110)	[MISSING]
P42415	1.0	iolD yxdD BSU39730 E83D	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (THcHDO hydrolase) (EC 3.7.1.22)	[MISSING]
O34362	1.0	ykoD BSU13220	Putative HMP/thiamine import ATP-binding protein YkoD (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (YkoD), two transmembrane proteins (YkoC and YkoE) and a solute-binding protein (YkoF). {ECO:0000305}.
O31646	1.0	manA pmi yjdE BSU12020	Mannose-6-phosphate isomerase ManA (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	[MISSING]
P21203	1.0	pheA BSU27900	Prephenate dehydratase (PDT) (EC 4.2.1.51)	[MISSING]
P94390	1.0	putB ycgM BSU03200	Proline dehydrogenase 2 (PRODH 2) (EC 1.5.5.2) (Proline oxidase 2)	[MISSING]
O31752	1.0	cdsA BSU16540	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	[MISSING]
O32167	1.0	metQ yusA BSU32730	Methionine-binding lipoprotein MetQ	SUBUNIT: The complex is composed of two ATP-binding proteins (MetN), two transmembrane proteins (MetP) and a solute-binding protein (metQ). {ECO:0000250}.
P36843	1.0	argJ BSU11200	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	SUBUNIT: Heterotetramer of two alpha and two beta chains. {ECO:0000255|HAMAP-Rule:MF_01106}.
P35136	1.0	serA BSU23070	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	[MISSING]
O34632	1.0	sirB ylnE BSU15620	Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	[MISSING]
P54383	1.0	ispA yqiD BSU24280	Farnesyl diphosphate synthase (FPP synthase) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Geranyltranstransferase)	[MISSING]
O34677	1.0	glnQ BSU27430	Glutamine transport ATP-binding protein GlnQ (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (GlnQ), two transmembrane proteins (GlnM and GlnP) and a solute-binding protein (GlnH). {ECO:0000305}.
P39912	1.0	aroA BSU29750	Protein AroA(G) [Includes: Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase); Chorismate mutase (EC 5.4.99.5)]	[MISSING]
P37812	1.0	atpC BSU36800	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000269|PubMed:19717609, ECO:0000305}.
O34734	1.0	cysP ylnA BSU15580	Sulfate permease CysP	[MISSING]
P54535	1.0	artP yqiX BSU23980	Arginine-binding extracellular protein ArtP	[MISSING]
Q05852	1.0	gtaB BSU35670	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (General stress protein 33) (GSP33) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	[MISSING]
P46338	1.0	pstS yqgG yzmB BSU24990	Phosphate-binding protein PstS (PBP)	SUBUNIT: The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS). {ECO:0000305}.
P94366	1.0	cydC yxkM BSU38740	ATP-binding/permease protein CydC	[MISSING]
P16263	1.0	odhB citM BSU19360	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P55910	1.0	lctP ycgC BSU03060	L-lactate permease	[MISSING]
P39149	1.0	upp BSU36890 ipc-35d	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	[MISSING]
P26381	1.0	levF BSU27050	Fructose permease IIC component (EIIC-Fru) (PTS system fructose-specific EIIC component) (p28)	[MISSING]
P08877	1.0	ptsH BSU13900	Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein)	[MISSING]
Q04795	1.0	dapG lssD BSU16760	Aspartokinase 1 (EC 2.7.2.4) (Aspartate kinase 1) (Aspartokinase I)	SUBUNIT: Tetramer consisting of 2 isoforms Alpha (catalytic) and 2 isoforms Beta (function not known). {ECO:0000250}.
P80886	1.0	sucC BSU16090	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00558}.
O34981	1.0	dapH ykuQ BSU14180	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase) (THP acetyltransferase) (Tetrahydropicolinate acetylase)	[MISSING]
P31113	1.0	menG gerC2 gerCB menH BSU22750	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	[MISSING]
P24012	1.0	ctaE BSU14910	Cytochrome c oxidase subunit 3 (EC 1.9.3.1) (Caa-3605 subunit 3) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III) (Oxidase aa(3) subunit 3)	[MISSING]
O32060	1.0	yrbD BSU27810	Putative sodium/proton-dependent alanine carrier protein YrbD	[MISSING]
O34744	1.0	sumT ylnD BSU15610	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	[MISSING]
O34598	1.0	guaD gde BSU13170	Guanine deaminase (GDEase) (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	[MISSING]
O05505	1.0	gmuB ydhM BSU05810	PTS system oligo-beta-mannoside-specific EIIB component (Glucomannan utilization protein B) (Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component) (EC 2.7.1.205)	[MISSING]
P39580	1.0	dltB BSU38510 ipa-4r	Protein DltB	[MISSING]
O31464	1.0	glnT ybgH BSU02420	Probable sodium/glutamine symporter GlnT	[MISSING]
P23966	1.0	menB BSU30800	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	[MISSING]
P12011	1.0	gntK BSU40060	Gluconokinase (EC 2.7.1.12) (Gluconate kinase)	[MISSING]
P18158	1.0	glpD BSU09300	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	[MISSING]
O34368	1.0	gutA ydjD BSU06160	Probable glucitol transport protein GutA	[MISSING]
P54547	1.0	zwf yqjJ BSU23850	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) (Vegetative protein 11) (VEG11)	[MISSING]
P39634	1.0	rocA BSU37780 ipa-76d	1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	[MISSING]
P37942	1.0	bfmBB bfmB bfmB2 BSU24030	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P50620	1.0	nrdE nrdA BSU17380	Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
P96593	1.0	mntH ydaR BSU04360	Divalent metal cation transporter MntH	[MISSING]
O34847	1.0	accA BSU29200	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2)	SUBUNIT: Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD). {ECO:0000255|HAMAP-Rule:MF_00823}.
P23971	1.0	menE BSU30790	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	[MISSING]
Q03523	1.0	murE BSU15180	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	[MISSING]
O32102	1.0	besA yuiI BSU32010	Ferri-bacillibactin esterase BesA (EC 3.1.-.-) (Bacillibactin trilactone hydrolase)	[MISSING]
