ENTRY	GENE NAME	NAME	LOCATION
Q8XQB5	nosF RSp1371	Probable abc-type copper transport system, atpase component abc transporter protein	[MISSING]
Q8XTU0	RSp0014	Probable amino-acid transmembrane lipoprotein abc transporter	[MISSING]
Q8XTU1	RSp0013	Probable amino acid-binding periplasmic (Pbp) abc transporter protein	[MISSING]
Q8XZX7	ugpQ RSc1268	Probable glycerophosphoryl diester phosphodiesterase protein (EC 3.1.4.46)	[MISSING]
Q8XZX6	odhA RSc1269	Probable oxoglutarate dehydrogenase oxidoreductase protein (EC 1.2.4.2)	[MISSING]
Q8XX87	ndh RSc2229	Probable nadh dehydrogenase, membrane flavoprotein fad nad ubiquinone electron transport oxidoreductase (EC 1.6.99.3)	[MISSING]
Q8XZX4	RSc1271	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	[MISSING]
Q8XX83	thrB RSc2233 RS01366	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	[MISSING]
Q8XZX0	RSc1275	Probable signal peptide protein	[MISSING]
Q8XSY7	acnA3 RSp0330	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	[MISSING]
Q8XX88	RSc2228	Putative dienelactone hydrolasetwin-arginine translocation pathway signal protein (EC 3.1.1.45)	[MISSING]
Q8XX59	RSc2257	Probable amino-acid-binding periplasmic abc transporter protein	[MISSING]
Q8Y0A5	RSc1139	Ferredoxin--NADP reductase (FNR) (Fd-NADP(+) reductase) (EC 1.18.1.2)	[MISSING]
Q8XVB0	ggt2 RSc2921	Probable gamma-glutamyltranspeptidase protein (EC 2.3.2.2)	[MISSING]
Q8XVB5	cyoB1 RSc2916	Probable transmembrane cytochrome o ubiquinol oxidase (subunitI oxidoreductase protein) (EC 1.10.3.-)	[MISSING]
Q8XVB7	cyoD1 RSc2914	Probable transmembrane cytochrome o ubiquinol oxidase (Subunit iv) oxidoreductase protein (EC 1.10.3.-)	[MISSING]
Q8XSF8	RSp0518	Putative vgr-related protein	[MISSING]
Q8Y2M8	RSc0307	Glutathione peroxidase	[MISSING]
Q8Y2C5	RSc0411	Probable transmembrane protein	[MISSING]
Q8XTR1	sdaA1 RSp0045	Probable l-serine dehydratase (L-serine deaminase) protein (EC 4.3.1.17)	[MISSING]
Q8XTR0	soxB1 RSp0046	Probable sarcosine oxidase (Beta subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8XTR7	RSp0037	Probable acetyl-coenzyme a synthetase (Acetate--coa ligase) protein (EC 6.2.1.1)	[MISSING]
Q8XTR6	RSp0038	Probable thioesterase protein	[MISSING]
Q8XTD8	RSp0175	Putative vgr-related protein	[MISSING]
Q8XVP3	accC1 RSc2787	Probable biotin carboxylase protein (EC 6.3.4.14)	[MISSING]
Q8XSP8	RSp0419	Probable siderophore synthetase component protein	[MISSING]
Q8XVP5	aroQ1 RSc2785 RS00062	3-dehydroquinate dehydratase 1 (3-dehydroquinase 1) (EC 4.2.1.10) (Type II DHQase 1)	[MISSING]
Q8XSS6	fliG RSp0391	Probable flagellar motor switch protein flig	[MISSING]
Q8XSI2	czcB RSp0492	Probable cobalt-zinc-cadmium resistance (Cation efflux system protein) transmembrane	[MISSING]
Q8Y217	gloA RSc0520	Probable lactoylglutathione lyase (Methylglyoxalase) protein (EC 4.4.1.5)	[MISSING]
Q8XXK2	RSc2111	Probable dihydrodipicolinate synthase (Dhdps) protein (EC 4.2.1.52)	[MISSING]
Q8Y215	RSc0522	Putative phosphate acyltransferase transmembrane protein (EC 2.-.-.-)	[MISSING]
Q8XZ36	lpsI RSc1570	Probable fesuccinyl-coa:3-ketoacid-coenzyme a transferase subunit a protein (EC 2.8.3.5)	[MISSING]
Q8XVG5	dppF1 RSc2866	Probable oligopeptide atp-binding abc transporter protein	[MISSING]
Q8XT29	hmsH RSp0286	Putative hemin-binding outer membrane transmembrane protein	[MISSING]
Q8XZ35	lpsJ RSc1571	Probable succinyl-coa:3-ketoacid-coenzyme a transferase subunit b protein (EC 2.8.3.5)	[MISSING]
Q8XV56	pilM RSc2975	Probable fimbrial type-4 assembly protein	[MISSING]
Q8XZ30	relA RSc1576	Probable gtp pyrophosphokinase (Atp:gtp 3'-pyrophosphotransferase) protein (EC 2.7.6.5)	[MISSING]
Q8XSH1	RSp0505	Putative d-3-phosphoglycerate dehydrogenase oxidoreductase protein (EC 1.1.1.95)	[MISSING]
Q8XT23	RSp0292	Probable typeIsecretion system, atp-binding transmembrane abc transporter protein	[MISSING]
Q8XXK4	RSc2109	Probable transmembrane protein	[MISSING]
Q8XT21	RSp0294	Putative hemolysin-type calcium-binding protein	[MISSING]
Q8XT20	RSp0295	Putative hemolysin-type protein	[MISSING]
Q8XT27	hmsR RSp0288	Putative hemin storage transmembrane protein	[MISSING]
Q8XZ39	etf RSc1567	Probable electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	[MISSING]
Q8XX74	pobB RSc2242	Probable 4-hydroxybenzoate 3-monooxygenase oxidoreductase protein (EC 1.14.13.2)	[MISSING]
Q8XWQ2	cysN RSc2421	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	[MISSING]
Q8Y1B9	RSc0771	Putative transmembrane dehydrogenase (Large subunit) oxidoreductase protein (EC 1.-.-.-)	[MISSING]
Q8Y1B8	RSc0772	Putative oxidoreductase dehydrogenase (Cytochrome c subunit) signal peptide protein (EC 1.-.-.-)	[MISSING]
Q8XU48	betA RSc3345	Putative choline dehydrogenase lipoprotein oxidoreductase (EC 1.1.99.1)	[MISSING]
Q8XTY8	RSc3407	Putative cog0665, glycine/d-amino acid oxidase (Deaminating) oxidoreductase protein (EC 1.-.-.-)	[MISSING]
Q8Y1B1	RSc0779	Putative thioredoxin protein	[MISSING]
Q8Y1B0	fadD2 RSc0780	Probable long-chain-fatty-acid--coa ligase protein (EC 6.2.1.3)	[MISSING]
Q8XSP3	ssd RSp0424	Probable staphyloferrin b siderophore synthesis decarboxylase protein	[MISSING]
Q8Y0J0	fabF1 RSc1054	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	[MISSING]
Q8XZW8	RSc1277	Probable cytochrome c oxidase (Subunit II) transmembrane protein (EC 1.9.3.1)	[MISSING]
Q8XZW9	RSc1276	Probable cytochrome c oxidase (subunitI transmembrane protein) (EC 1.9.3.1)	[MISSING]
Q8XVY8	dps RSc2687	Putative dna protection during starvation or oxydative stress transcription regulator protein	[MISSING]
Q8Y389	metF RSc0091	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	[MISSING]
Q8XZW7	RSc1278	Probable cog4736, cbb3-type cytochrome oxidase, subunit 3 oxidoreductase protein	[MISSING]
Q8XUY6	RSc3047	Probable atp-binding abc transporter protein	[MISSING]
Q8XZW5	RSc1280	Probable iron-sulfur 4fe-4s ferredoxin transmembrane protein	[MISSING]
Q8Y106	RSc0887	Probable hemagglutinin-related protein	[MISSING]
Q8XY79	dppD2 RSc1884	Probable oligopeptide atp-binding abc transporter protein	[MISSING]
Q8XWP8	cysI1 RSc2425	Probable sulfite reductase oxidoreductase protein (EC 1.8.1.2)	[MISSING]
Q8XVW6	recG RSc2711	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	[MISSING]
Q8XQA3	ssuA2 RSp1383	Putative alkanesulfonates binding protein	[MISSING]
Q8XVW4	tgt RSc2713 RS00008	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	[MISSING]
Q8XU13	RSc3381	Putative k+-transporting atpase, f subunit transmembrane protein	[MISSING]
Q8Y268	ntpA RSc0468	Probable datp pyrophosphohydrolase protein (EC 3.6.1.-)	[MISSING]
Q8XX62	pcaI RSc2254	Probable 3-oxoadipate coa-transferase subunit a protein (EC 2.8.3.6)	[MISSING]
Q8XQT0	RSp1139	Probable vgr-related protein	[MISSING]
Q8Y265	RSc0471	Acetate CoA-transferase YdiF (EC 2.8.3.8)	[MISSING]
Q8Y262	RSc0474	Putative 3-hydroxyacyl-coa dehydrogenase oxidoreductase protein	[MISSING]
Q8Y261	RSc0475	Putative acetyl-coa acyltransferase protein (EC 2.3.1.16)	[MISSING]
Q8Y2R1	RSc0274	Probable acyl coa dehydrogenase oxidoreductase protein (EC 1.3.99.-)	[MISSING]
Q8XXG8	scrK RSc2146	Probable fructokinase protein (EC 2.7.1.4)	[MISSING]
Q8XXG9	agaZ RSc2145	Putative tagatose 6-phosphate kinase protein (EC 2.7.1.-)	[MISSING]
Q8XRX9	RSp0702	Putative 2-polyprenyl-6-methoxyphenol hydroxylase and related fad-dependent oxidoreductases oxidoreductase protein	[MISSING]
Q8XXG5	RSc2149	Putative poly(3-hydroxybutyrate) depolymerase protein	[MISSING]
Q8Y2R8	RSc0267	Putative enoyl-coa hydratase protein (EC 4.2.1.17)	[MISSING]
Q8Y2R9	bioB RSc0266	Biotin synthase (EC 2.8.1.6)	[MISSING]
Q8XQ00	RSp1486	Putative biotin carboxylase protein	[MISSING]
Q8XXG1	spoT RSc2153	Probable bifunctional enzyme: (P)ppgpp synthetase II and guanosine-3',5'-bisdiphosphate 3'-pyrophosphohydrolase (Ppgppase) protein (EC 2.7.6.5) (EC 3.1.7.2)	[MISSING]
Q8XX66	pcaD RSc2250	Probable b-ketoadipate enol-lactone hydrolase transmembrane protein (EC 3.1.1.24)	[MISSING]
Q8Y1I0	RSc0710	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q8XT40	RSp0275	Putative glycosyl hydrolase family 18 with carbohydrate binding domain transmembrane protein (EC 3.-.-.-)	[MISSING]
Q8Y1F2	queC RSc0738	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	[MISSING]
Q8XUT9	kefC RSc3096	Probable glutathione-regulated potassium-efflux system transmembrane protein	[MISSING]
Q8XZM5	RSc1370	Probable transmembrane protein	[MISSING]
Q8XUT0	gspC RSc3105	Putative general secretion pathway related transmembrane protein	[MISSING]
Q8XUT2	hpd RSc3103	Probable 4-hydroxyphenylpyruvate dioxygenase oxidoreductase protein (EC 1.13.11.27)	[MISSING]
Q8XRY4	RSp0697	Probable dehydrogenase/reductase oxidoreductase protein (EC 1.-.-.-)	[MISSING]
Q8Y3D9	RSc0041	Putative type III effector protein	[MISSING]
Q8XXI4	RSc2130	Type III effector protein (Skwp6)	[MISSING]
Q8XXI5	dalK RSc2128	Putative d-arabinitol kinase protein (EC 2.7.1.-)	[MISSING]
Q8XXI2	RSc2132	Uncharacterized protein	[MISSING]
Q8XWR1	ilvD RSc2412 RS02706	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	[MISSING]
Q8XR86	narK2 RSp0973	Probable nitrite/nitrate transporter transmembrane protein	[MISSING]
Q8XR85	narG RSp0974	Probable respiratory nitrate reductase alpha chain oxidoreductase protein (EC 1.7.99.4)	[MISSING]
Q8Y368	thiC RSc0113 RS00983	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	[MISSING]
Q8XR83	narJ RSp0976	Putative respiratory nitrate reductase oxidoreductase protein (EC 1.7.99.4)	[MISSING]
Q8XR82	narI RSp0977	Probable respiratory nitrate reductase transmembrane protein (EC 1.7.99.4)	[MISSING]
Q8XR81	mobB1 RSp0978	Probable molybdopterin-guanine dinucleotide biosynthesis protein	[MISSING]
Q8Y3D6	RSc0044	Probable substrate-binding periplasmic (Pbp) abc transporter protein	[MISSING]
Q8XXK3	aldH RSc2110	Probable aldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.3)	[MISSING]
Q8XSI3	czcC RSp0491	Probable cobalt-zinc-cadmium outer membrane resistance protein	[MISSING]
Q8XRG3	RSp0891	Putative hydratase/decarboxylase protein (EC 4.-.-.-)	[MISSING]
Q8XSQ1	RSp0416	Probable ferric siderophore receptor outer membrane signal peptide protein	[MISSING]
Q8XSQ0	sbnA RSp0417	Putative siderophore biosynthesis protein SbnA	[MISSING]
Q8XRN7	RSp0794	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q8XSV9	fabF2 RSp0358	Putative 3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41)	[MISSING]
Q8XS51	RSp0630	Putative phospholipase protein	[MISSING]
Q8XZN3	RSc1362	Putative dehalogenase-like hydrolase protein	[MISSING]
Q8XZN2	aceB RSc1363	Malate synthase (EC 2.3.3.9)	[MISSING]
Q8XS55	cobN RSp0626	Probable cobalamin biosynthesis protein	[MISSING]
Q8XTU8	galU2 RSp0006	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	[MISSING]
Q8XZN7	aceA RSc1358	Probable isocitrate lyase protein (EC 4.1.3.1)	[MISSING]
Q8Y0G4	exuT2 RSc1080	Putative hexuronate transporter transmembrane protein	[MISSING]
Q8XZN9	ripG RSc1356	Type III effector protein gala6	[MISSING]
Q8XZN8	RSc1357	Lrr-gala family type III effector protein (Gala 7)	[MISSING]
P58579	gshB RSc0345 RS03312	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	[MISSING]
Q8XQC2	sucA RSp1364	Probable 2-oxoglutarate dehydrogenase e1 decarboxylase component oxidoreductase protein (EC 1.2.4.2)	[MISSING]
Q8XWX0	RSc2350	Probable aldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.3)	[MISSING]
Q8XUC0	RSc3271	Arsenate reductase (EC 1.20.4.1)	[MISSING]
Q8XQ93	flhA RSp1393	Probable flagellar biosynthesis flha transmembrane protein	[MISSING]
Q8XQ92	flhB RSp1394	Probable flagellar biosynthetic flhb transmembrane protein	[MISSING]
Q8XRG0	dmpF RSp0894	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	[MISSING]
Q8XRG1	RSp0893 RS01664	Probable tautomerase RSp0893 (EC 5.3.2.-)	[MISSING]
Q8XXN7	ilvH RSc2076	Probable acetolactate synthase isozyme III (Small subunit) protein (EC 2.2.1.6)	[MISSING]
Q8XXN6	ilvI RSc2077	Acetolactate synthase (EC 2.2.1.6)	[MISSING]
Q8XRG4	dmpC RSp0890	2-hydroxymuconic semialdehyde dehydrogenase oxidoreductase protein (EC 1.2.1.-)	[MISSING]
Q8XRG5	cmtD RSp0889	Probable hcomoda decarboxylase protein	[MISSING]
Q8XRG8	glnA2 RSp0886	Glutamine synthetase (EC 6.3.1.2)	[MISSING]
Q8XR13	RSp1055	Probable transmembrane aldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.-)	[MISSING]
Q8XXW0	acnA1 RSc2003	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	[MISSING]
Q8XXU9	paaG2 RSc2014	Putative enoyl-coa hydratase protein (EC 4.2.1.17)	[MISSING]
Q8XQI1	RSp1244	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	[MISSING]
Q8XPN7	RSp1601	Putative type III effector protein	[MISSING]
Q8XF91	RSp1316 RSp1347	Probable 4-hydroxyphenylpyruvate dioxygenase oxidoreductase protein (EC 1.13.11.27)	[MISSING]
Q8Y0E1	soxA2 RSc1103	Probable sarcosine oxidase (Alpha subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8Y0E0	soxG2 RSc1104	Probable sarcosine oxidase (Gamma subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8Y0E3	soxB2 RSc1101	Probable sarcosine oxidase (Beta subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8Y0E2	soxD2 RSc1102	Probable sarcosine oxidase (Delta subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8XXL7	xdhB RSc2096	Probable xanthine dehydrogenase (Subunit b) oxidoreductase protein (EC 1.17.1.4)	[MISSING]
Q8Y0K6	moeA1 RSc1037	Probable molybdopterin biosynthesis moea protein	[MISSING]
Q8XQK1	RSp1223	Probable high affinity nitrate transporter transmembrane protein	[MISSING]
Q8Y0E8	aspC RSc1096	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q8XQK3	nirD RSp1221	Probable nitrite reductase nadph (Small subunit) oxidoreductase protein (EC 1.7.1.4)	[MISSING]
Q8XQK2	nirB RSp1222	Probable nitrite reductase nadph (Large subunit) oxidoreductase protein (EC 1.7.1.4)	[MISSING]
Q8XQK5	nasA RSp1219	Probable nitrate reductase large subunit oxidoreductase protein (EC 1.7.99.4)	[MISSING]
Q8XQK4	RSp1220	Probable flavoprotein fad oxidoreductase (EC 1.-.-.-)	[MISSING]
Q8Y2I3	gpmA RSc0353 RS03320	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	[MISSING]
Q8XYK0	lysP RSc1758	Probable lysine-specific permease transmembrane protein	[MISSING]
Q8Y2I1	grxC RSc0355	Probable glutaredoxin 3 (Grx3) protein	[MISSING]
Q8XZV2	emrA RSc1293	Probable multidrug resistance a (Translocase) transmembrane protein	[MISSING]
Q8Y082	cysE2 RSc1162	Probable o-acetylserine synthase (Serine acetyltransferase) protein (EC 2.3.1.30)	[MISSING]
Q8XYK4	livF RSc1754	Probable amino-acid atp-binding abc transporter protein	[MISSING]
Q8XYK7	livH1 RSc1751	Putative amino acid transmembrane transmembrane protein	[MISSING]
Q8XYK6	livM RSc1752	Probable amino acid transport system permease lipoprotein transmembrane	[MISSING]
Q8XTN7	adhC1 RSp0069	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	[MISSING]
Q8XYK8	livJ RSc1750	Probable leu/ile/val-binding signal peptide protein	[MISSING]
Q8Y0N3	tyrB RSc1010	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q8XXP1	leuA1 RSc2072 RS03637	2-isopropylmalate synthase 1 (EC 2.3.3.13) (Alpha-IPM synthase 1) (Alpha-isopropylmalate synthase 1)	[MISSING]
Q8XZX5	sucB RSc1270	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	[MISSING]
Q8XTN1	kgtP1 RSp0075	Putative alpha-ketoglutarate permease transmembrane protein	[MISSING]
Q8XU92	putA RSc3301	Bifunctional protein PutA	[MISSING]
Q8XQB2	RSp1374	Type III effector protein (Skwp2)	[MISSING]
Q8XZE5	betB RSc1456	Putative betaine aldehyde dehydrogenase (Badh) oxidoreductase protein (EC 1.2.1.8)	[MISSING]
Q7ALE1	hrcJ RSp0867	Hrp conserved lipoprotein hrcj transmembrane	[MISSING]
Q8XQB6	nosD RSp1370	Probable periplasmic copper-binding nosd signal peptide protein	[MISSING]
Q8Y0K1	RSc1042	Putative phosphoglycolate phosphatase protein (EC 3.1.3.18)	[MISSING]
Q8XQB4	nosY RSp1372	Probable nosy transmembrane protein	[MISSING]
Q8XZE3	RSc1458	Putative glucoamylase or related glycosyl hydrolase protein	[MISSING]
Q8XY90	purU1 purU RSc1873	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
Q8XZE9	RSc1452	Probable transmembrane protein	[MISSING]
Q8XV79	hisD RSc2952 RS00134	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	[MISSING]
Q8XRU9	RSp0732	Putative type III effector protein	[MISSING]
Q8XZ99	RSc1505	Putative alcohol dehydrogenase superfamily, zinc-containing oxidoreductase protein (EC 1.1.1.-)	[MISSING]
Q8XZL7	RSc1378	Probable l-asparaginase protein (EC 3.5.1.1)	[MISSING]
Q8XRU0	RSp0741	Putative transmembrane protein	[MISSING]
Q8XRU1	RSp0740	Uncharacterized protein	[MISSING]
Q8XRU2	RSp0739	Probable transmembrane protein	[MISSING]
Q8XS76	paaB RSp0605	Probable phenylacetic acid degradation protein	[MISSING]
Q8XY75	RSc1888	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15)	[MISSING]
Q8XY74	iorB2 RSc1889	Probable transmembrane isoquinoline 1-oxidoreductase (Beta subunit) oxidoreductase protein (EC 1.3.99.16)	[MISSING]
Q8XY77	dppA2 RSc1886	Probable periplasmic dipeptide transport protein	[MISSING]
Q8XQU4	RSp1124	Putative nadp-dependent zinc-type alcohol dehydrogenase oxidoreductase protein (EC 1.1.1.-)	[MISSING]
Q8XUC9	soxF RSc3262	Probable sulfide dehydrogenase flavocytochrome c oxidoreductase protein (EC 1.8.2.-)	[MISSING]
Q8XZL5	RSc1380	Probable substate-binding periplasmic (Pbp) abc transporter protein	[MISSING]
Q8XQD6	pilV RSp1291	Putative type-4 fimbrial biogenesis pilv transmembrane protein	[MISSING]
Q8XS74	paaD RSp0607	Probable phenylacetic acid degradation protein	[MISSING]
Q8XZ76	glmM RSc1528 RS03776	Phosphoglucosamine mutase (EC 5.4.2.10)	[MISSING]
Q8XZ77	folP RSc1527	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	[MISSING]
Q8XUC3	RSc3268	Putative beta-lactamase-like protein	[MISSING]
Q8Y177	sorAa RSc0813	Probable sulfite:cytochrome c oxidoreductase (Subunit a) oxidoreductase protein (EC 1.8.2.1)	[MISSING]
Q8Y0N5	phaZ RSc1008	Probable poly[d(-)-3-hydroxybutyrate] depolymerase protein	[MISSING]
Q8XVE6	trpC1 RSc2885 RS00217	Indole-3-glycerol phosphate synthase 1 (IGPS 1) (EC 4.1.1.48)	[MISSING]
Q8XVE7	trpD1 RSc2884 RS00218	Anthranilate phosphoribosyltransferase 1 (EC 2.4.2.18)	[MISSING]
Q8XVE9	trpG RSc2882	Probable panthranilate synthase component II (Glutamine amido-transferase) protein (EC 4.1.3.27)	[MISSING]
Q8XZK5	dapE RSc1390	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	[MISSING]
Q8Y0N9	RSc1004 RS04288	Putative NADH dehydrogenase/NAD(P)H nitroreductase RSc1004 (EC 1.-.-.-)	[MISSING]
Q8XTQ3	fdhA RSp0053	Probable glutathione-independent formaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.46)	[MISSING]
Q8XZ85	carA RSc1519 RS03785	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	[MISSING]
Q8XZ83	carB RSc1521 RS03783	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	[MISSING]
Q8XTQ7	soxG1 RSp0049	Probable sarcosine oxidase (Gamma subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8XTQ4	RSp0052	Probable metabolite transport transmembrane protein	[MISSING]
Q8Y2F5	nasF RSc0381	Putative nitrate transporter protein	[MISSING]
Q8XTQ8	soxA1 RSp0048	Probable sarcosine oxidase (Alpha subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8XTQ9	soxD1 RSp0047	Probable sarcosine oxidase (Delta subunit) oxidoreductase protein (EC 1.5.3.1)	[MISSING]
Q8XZ89	gloB RSc1515	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	[MISSING]
Q8Y223	RSc0513	Probable branched-chain amino acid permease (Azaleucine resistance) transmembrane protein	[MISSING]
Q8Y086	RSc1158	Putative glutamine amidotransferase, classI active site protein	[MISSING]
Q8XQP4	RSp1177	Probable transmembrane protein	[MISSING]
Q8Y1G3	RSc0727	Putative type-4 fimbrial biogenesis pilv-related transmembrane protein	[MISSING]
Q8Y229	RSc0507	Probable amino acid dehydrogenase transmembrane protein (EC 1.4.99.1)	[MISSING]
Q8XQP0	RSp1182	Putative typeIsecretion system, atp-binding transmembrane abc transporter protein	[MISSING]
Q8XQP1	RSp1181	Probable typeIsecretion system outer membrane efflux transmembrane protein	[MISSING]
Q8XQP2	RSp1180	Probable hemagglutinin/hemolysin-related protein	[MISSING]
Q8XT13	RSp0304	Probable avrpphd family type III effector protein	[MISSING]
Q8XVS8	dgoD RSc2751	D-galactonate dehydratase (GalD) (EC 4.2.1.6)	[MISSING]
Q8XVS9	tktA RSc2750	Probable transketolase protein (EC 2.2.1.1)	[MISSING]
Q8XS77	paaA RSp0604	Probable phenylacetic acid degradation protein	[MISSING]
Q8XU39	phhA RSc3355 RS02630	Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)	[MISSING]
Q8XVS0	dgoK RSc2759	Probable 2-dehydro-3-deoxygalactonokinase protein (EC 2.7.1.58)	[MISSING]
Q8XVS1	araF RSc2758	L-arabinose-binding periplasmic protein (ABP)	[MISSING]
Q8XWL3	dfp RSc2461	Probable dna/pantothenate metabolism flavoprotein flavoprotein	[MISSING]
Q8XWL1	dut RSc2463 RS01142	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	[MISSING]
Q8XQS4	RSp1145	Probable atp-binding abc transporter protein	[MISSING]
Q8XUH6	ripT RSc3212	Type III effector protein ript	[MISSING]
Q8XWQ4	hpaF RSc2419	Putative 5-carboxymethyl-2-hydroxymuconate delta-isomerase protein (EC 5.3.3.10)	[MISSING]
Q8XZR5	moeA2 RSc1330	Putative molybdopterin biosynthesis moea protein	[MISSING]
Q8XZR4	moaD RSc1331	Molybdopterin synthase sulfur carrier subunit	[MISSING]
Q8XZR7	thrC RSc1328	Probable threonine synthase protein (EC 4.2.3.1)	[MISSING]
Q8Y2F3	RSc0383	Probable 2-keto-4-pentenoate hydratase / 2-oxohepta-3-ene-1,7-dioic acid hydratase (Catechol pathway) oxidoreductase protein	[MISSING]
Q8XZR3	moaE RSc1332 RS02854	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	[MISSING]
Q8XRJ8	pehC RSp0833	Polygalacturonase transmembrane protein	[MISSING]
Q8XZR9	RSc1326	Probable aspartate aminotransferase protein (EC 2.6.1.1)	[MISSING]
Q8XZR8	RSc1327	Homoserine dehydrogenase (EC 1.1.1.3)	[MISSING]
Q8XSU0	fliN RSp0377	Probable flagellar motor switch protein flin	[MISSING]
Q8XSU3	fliQ RSp0374	Probable flagellar biosynthetic fliq transmembrane protein	[MISSING]
Q8XQ98	RSp1388	Putative type III effector protein	[MISSING]
Q8Y031	pilF RSc1213	Putative type 4 fimbrial biogenesis protein	[MISSING]
Q8XSU6	RSp0371	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha transmembrane protein (EC 2.3.1.51)	[MISSING]
Q8XRB5	aatA2 RSp0943	Aminotransferase (EC 2.6.1.-)	[MISSING]
P58708	dalD RSc2129 RS01475	D-arabinitol 4-dehydrogenase (EC 1.1.1.11)	[MISSING]
Q8XRB7	accB2 RSp0941	Putative biotin carboxyl carrier protein of acetyl-coa carboxylase (Bccp) (EC 6.3.4.14)	[MISSING]
Q8XW08	glcE RSc2667	Probable glycolate oxidase subunit oxidoreductase protein (EC 1.1.3.15)	[MISSING]
Q8XTC0	RSp0193	Putative type III effector protein with ppr repeats	[MISSING]
Q8XRB0	idnD RSp0948	Putative l-idonate 5-dehydrogenase oxidoreductase protein (EC 1.1.1.-)	[MISSING]
Q8XRB3	RSp0945	Probable dehydrogenase oxidoreductase protein (EC 1.1.-.-)	[MISSING]
Q8XRB2	RSp0946	Putative gluconate kinase protein	[MISSING]
